ticketId,matchId,fanId,seatId,category,price,purchaseDate,matchDate,checkedIn,checkedInTime,transactionId
TICKET_000872,MATCH_023,FAN_00373,F-G-100,PREMIUM,145.0,10,2025-02-06,false,false,
TICKET_000619,MATCH_020,FAN_00120,A-E-027,VIP,167.0,73,2025-04-04,false,true,2025-04-04
TICKET_000618,MATCH_019,FAN_00119,D-F-070,VIP,60.0,93,2025-07-11,false,true,2025-07-11
TICKET_000626,MATCH_027,FAN_00127,C-G-093,SENIOR,179.0,20,2026-06-27,false,false,
TICKET_000868,MATCH_019,FAN_00369,E-C-091,ECONOMY,133.0,23,2025-02-19,false,true,2025-02-19
TICKET_000625,MATCH_026,FAN_00126,D-G-019,SENIOR,157.0,86,2024-11-12,false,true,2024-11-12
TICKET_000867,MATCH_018,FAN_00368,VIP-B-025,STUDENT,52.0,63,2024-06-17,false,false,
2e10800c-74df-4cfd-a505-b6c386080438,MATCH_022,879b0c39-f104-4838-ab52-9ce53b0fb236,F-B-001,STANDARD,30.0,2026-05-22T11:04:22.047,2027-02-11,false,,56fe92a9-593b-4f6d-8117-3a02f3e709c2
TICKET_000628,MATCH_029,FAN_00129,C-D-054,STANDARD,157.0,36,2024-02-16,false,false,
TICKET_000627,MATCH_028,FAN_00128,E-C-090,STUDENT,152.0,51,2024-05-15,false,true,2024-05-15
TICKET_000869,MATCH_020,FAN_00370,C-H-035,CHILD,51.0,21,2025-03-06,false,false,
TICKET_000622,MATCH_023,FAN_00123,B-J-091,SENIOR,106.0,82,2025-04-22,false,true,2025-04-22
TICKET_000864,MATCH_015,FAN_00365,E-D-026,SENIOR,144.0,69,2026-05-16,false,false,
TICKET_000621,MATCH_022,FAN_00122,E-H-081,SENIOR,134.0,91,2026-09-18,false,true,2026-09-18
TICKET_000863,MATCH_014,FAN_00364,A-E-085,VIP,110.0,37,2025-09-16,false,false,
TICKET_000624,MATCH_025,FAN_00125,E-G-048,STANDARD,62.0,67,2025-06-25,false,true,2025-06-25
TICKET_000866,MATCH_017,FAN_00367,D-A-058,CHILD,32.0,61,2026-05-07,false,false,
TICKET_000623,MATCH_024,FAN_00124,B-J-068,PREMIUM,174.0,46,2024-10-27,false,true,2024-10-27
TICKET_000865,MATCH_016,FAN_00366,D-J-082,SENIOR,177.0,34,2024-03-21,false,true,2024-03-21
TICKET_000860,MATCH_011,FAN_00361,C-A-091,PREMIUM,73.0,70,2026-11-21,false,true,2026-11-21
TICKET_000620,MATCH_021,FAN_00121,A-J-008,CHILD,57.0,53,2026-09-25,false,true,2026-09-25
TICKET_000862,MATCH_013,FAN_00363,C-B-038,SENIOR,184.0,92,2026-10-11,false,false,
TICKET_000861,MATCH_012,FAN_00362,D-J-032,PREMIUM,189.0,04,2026-03-23,false,true,2026-03-23
TICKET_000608,MATCH_009,FAN_00109,B-F-009,CHILD,45.0,78,2026-02-06,false,false,
TICKET_000607,MATCH_008,FAN_00108,C-I-031,STANDARD,39.0,59,2026-08-26,false,false,
TICKET_000849,MATCH_050,FAN_00350,F-D-058,STUDENT,130.0,81,2025-09-16,false,true,2025-09-16
TICKET_000609,MATCH_010,FAN_00110,E-J-085,STANDARD,164.0,60,2026-09-12,false,false,
TICKET_000615,MATCH_016,FAN_00116,C-C-010,STANDARD,135.0,14,2026-11-15,false,true,2026-11-15
TICKET_000857,MATCH_008,FAN_00358,B-B-003,PREMIUM,186.0,13,2024-05-09,false,false,
TICKET_000614,MATCH_015,FAN_00115,F-A-044,CHILD,195.0,66,2025-09-07,false,true,2025-09-07
TICKET_000856,MATCH_007,FAN_00357,D-J-012,SENIOR,62.0,15,2024-08-19,false,true,2024-08-19
TICKET_000617,MATCH_018,FAN_00118,VIP-J-039,VIP,158.0,07,2025-10-27,false,true,2025-10-27
TICKET_000859,MATCH_010,FAN_00360,VIP-E-009,STUDENT,42.0,05,2024-01-28,false,false,
TICKET_000616,MATCH_017,FAN_00117,D-H-007,STANDARD,106.0,52,2024-06-07,false,false,
TICKET_000858,MATCH_009,FAN_00359,A-J-068,VIP,112.0,26,2026-02-11,false,true,2026-02-11
TICKET_000611,MATCH_012,FAN_00112,B-F-006,CHILD,81.0,44,2026-04-18,false,false,
TICKET_000853,MATCH_004,FAN_00354,A-C-016,SENIOR,199.0,92,2025-04-09,false,false,
TICKET_000610,MATCH_011,FAN_00111,B-B-022,VIP,61.0,52,2024-02-03,false,false,
TICKET_000852,MATCH_003,FAN_00353,F-A-059,VIP,84.0,67,2026-06-11,false,true,2026-06-11
TICKET_000613,MATCH_014,FAN_00114,B-B-064,SENIOR,153.0,16,2024-09-21,false,false,
TICKET_000855,MATCH_006,FAN_00356,D-E-066,VIP,94.0,26,2026-07-19,false,false,
TICKET_000612,MATCH_013,FAN_00113,B-D-028,SENIOR,122.0,28,2024-07-24,false,false,
TICKET_000854,MATCH_005,FAN_00355,VIP-J-061,ECONOMY,37.0,59,2025-06-10,false,false,
TICKET_000851,MATCH_002,FAN_00352,F-A-020,CHILD,146.0,84,2026-09-20,false,false,
TICKET_000850,MATCH_001,FAN_00351,VIP-I-085,CHILD,76.0,37,2024-04-14,false,true,2024-04-14
TICKET_000839,MATCH_040,FAN_00340,B-J-086,STUDENT,140.0,18,2024-05-04,false,true,2024-05-04
TICKET_000838,MATCH_039,FAN_00339,A-E-037,VIP,165.0,75,2024-01-08,false,true,2024-01-08
TICKET_000604,MATCH_005,FAN_00105,VIP-D-013,STUDENT,177.0,28,2025-02-16,false,false,
TICKET_000846,MATCH_047,FAN_00347,B-H-015,STUDENT,197.0,05,2025-08-13,false,false,
TICKET_000603,MATCH_004,FAN_00104,C-C-019,STANDARD,139.0,03,2024-10-02,false,false,
TICKET_000845,MATCH_046,FAN_00346,B-F-088,STUDENT,119.0,23,2025-06-14,false,true,2025-06-14
TICKET_000606,MATCH_007,FAN_00107,B-C-078,ECONOMY,151.0,31,2024-06-19,false,false,
TICKET_000848,MATCH_049,FAN_00349,A-C-069,SENIOR,168.0,37,2026-08-08,false,false,
TICKET_000605,MATCH_006,FAN_00106,VIP-C-066,CHILD,114.0,74,2025-06-19,false,false,
TICKET_000847,MATCH_048,FAN_00348,E-G-095,STUDENT,105.0,63,2024-04-25,false,true,2024-04-25
TICKET_000600,MATCH_001,FAN_00101,B-G-053,STANDARD,49.0,38,2026-08-20,false,true,2026-08-20
TICKET_000842,MATCH_043,FAN_00343,A-G-027,CHILD,101.0,00,2025-02-17,false,false,
TICKET_000841,MATCH_042,FAN_00342,A-H-019,SENIOR,110.0,89,2026-04-05,false,false,
TICKET_000602,MATCH_003,FAN_00103,C-A-031,STANDARD,86.0,49,2024-05-03,false,false,
TICKET_000844,MATCH_045,FAN_00345,D-F-052,ECONOMY,85.0,08,2026-01-12,false,false,
TICKET_000601,MATCH_002,FAN_00102,A-J-057,ECONOMY,96.0,98,2026-01-03,false,true,2026-01-03
TICKET_000843,MATCH_044,FAN_00344,C-E-036,STANDARD,52.0,94,2024-07-04,false,false,
TICKET_000840,MATCH_041,FAN_00341,C-E-058,STUDENT,177.0,65,2024-02-27,false,true,2024-02-27
TICKET_000439,MATCH_040,FAN_00440,D-D-031,STANDARD,193.0,92,2024-06-20,false,false,
TICKET_000438,MATCH_039,FAN_00439,A-D-045,ECONOMY,45.0,34,2024-03-19,false,true,2024-03-19
TICKET_000435,MATCH_036,FAN_00436,D-I-063,VIP,142.0,60,2024-07-16,false,false,
TICKET_000677,MATCH_028,FAN_00178,A-B-040,STANDARD,115.0,56,2024-12-02,false,true,2024-12-02
TICKET_000434,MATCH_035,FAN_00435,VIP-D-077,ECONOMY,128.0,26,2025-09-21,false,true,2025-09-21
TICKET_000676,MATCH_027,FAN_00177,VIP-J-019,ECONOMY,105.0,85,2025-09-08,false,false,
TICKET_000437,MATCH_038,FAN_00438,B-A-080,PREMIUM,136.0,33,2026-10-16,false,true,2026-10-16
TICKET_000679,MATCH_030,FAN_00180,E-B-026,PREMIUM,98.0,60,2024-05-08,false,false,
TICKET_000436,MATCH_037,FAN_00437,C-B-017,STANDARD,58.0,26,2024-11-26,false,false,
TICKET_000678,MATCH_029,FAN_00179,VIP-F-010,PREMIUM,63.0,60,2026-02-02,false,true,2026-02-02
TICKET_000431,MATCH_032,FAN_00432,E-F-087,STANDARD,134.0,86,2024-12-09,false,true,2024-12-09
TICKET_000673,MATCH_024,FAN_00174,D-D-084,VIP,123.0,03,2024-09-15,false,false,
TICKET_000430,MATCH_031,FAN_00431,VIP-E-064,ECONOMY,40.0,30,2026-06-25,false,true,2026-06-25
TICKET_000672,MATCH_023,FAN_00173,VIP-J-020,SENIOR,183.0,19,2024-03-18,false,false,
TICKET_000433,MATCH_034,FAN_00434,C-D-051,STANDARD,198.0,30,2025-09-04,false,false,
TICKET_000675,MATCH_026,FAN_00176,C-E-051,STUDENT,169.0,34,2026-09-09,false,false,
TICKET_000432,MATCH_033,FAN_00433,F-E-023,SENIOR,167.0,34,2026-02-18,false,true,2026-02-18
TICKET_000674,MATCH_025,FAN_00175,F-I-069,STANDARD,190.0,73,2024-08-04,false,true,2024-08-04
TICKET_000671,MATCH_022,FAN_00172,VIP-C-028,STUDENT,39.0,26,2026-10-19,false,true,2026-10-19
TICKET_000670,MATCH_021,FAN_00171,B-E-080,PREMIUM,164.0,26,2026-01-27,false,true,2026-01-27
TICKET_000428,MATCH_029,FAN_00429,D-B-021,STUDENT,188.0,95,2025-08-11,false,true,2025-08-11
TICKET_000427,MATCH_028,FAN_00428,D-I-092,CHILD,93.0,03,2026-11-16,false,false,
TICKET_000669,MATCH_020,FAN_00170,D-D-025,STANDARD,178.0,95,2025-08-13,false,false,
TICKET_000429,MATCH_030,FAN_00430,D-F-051,CHILD,184.0,93,2026-12-06,false,true,2026-12-06
TICKET_000424,MATCH_025,FAN_00425,C-B-077,STANDARD,188.0,32,2024-06-07,false,true,2024-06-07
TICKET_000666,MATCH_017,FAN_00167,F-D-024,SENIOR,106.0,18,2024-04-18,false,true,2024-04-18
TICKET_000423,MATCH_024,FAN_00424,A-A-025,PREMIUM,63.0,86,2025-10-07,false,true,2025-10-07
TICKET_000665,MATCH_016,FAN_00166,B-B-065,VIP,93.0,17,2025-12-15,false,false,
TICKET_000426,MATCH_027,FAN_00427,B-B-008,PREMIUM,47.0,34,2025-02-11,false,false,
TICKET_000668,MATCH_019,FAN_00169,F-B-072,PREMIUM,61.0,87,2024-04-14,false,true,2024-04-14
TICKET_000425,MATCH_026,FAN_00426,VIP-G-007,SENIOR,192.0,33,2024-01-15,false,true,2024-01-15
TICKET_000667,MATCH_018,FAN_00168,A-C-004,CHILD,183.0,17,2024-12-24,false,true,2024-12-24
TICKET_000420,MATCH_021,FAN_00421,B-H-076,VIP,178.0,83,2025-08-13,false,false,
TICKET_000662,MATCH_013,FAN_00163,E-A-023,STUDENT,35.0,31,2026-11-12,false,true,2026-11-12
TICKET_000661,MATCH_012,FAN_00162,VIP-J-012,SENIOR,113.0,88,2026-02-08,false,false,
TICKET_000422,MATCH_023,FAN_00423,B-A-038,STANDARD,188.0,92,2024-11-25,false,true,2024-11-25
TICKET_000664,MATCH_015,FAN_00165,C-G-047,PREMIUM,89.0,81,2025-09-15,false,true,2025-09-15
TICKET_000421,MATCH_022,FAN_00422,B-H-042,ECONOMY,60.0,66,2026-09-19,false,false,
TICKET_000663,MATCH_014,FAN_00164,A-H-076,CHILD,162.0,59,2025-03-15,false,true,2025-03-15
TICKET_000660,MATCH_011,FAN_00161,B-F-010,CHILD,169.0,13,2025-03-17,false,true,2025-03-17
TICKET_000409,MATCH_010,FAN_00410,C-F-044,STUDENT,173.0,72,2026-03-13,false,true,2026-03-13
TICKET_000417,MATCH_018,FAN_00418,A-I-061,CHILD,120.0,40,2024-07-20,false,false,
TICKET_000659,MATCH_010,FAN_00160,E-G-069,CHILD,84.0,38,2024-10-12,false,true,2024-10-12
TICKET_000416,MATCH_017,FAN_00417,VIP-B-098,PREMIUM,48.0,23,2025-09-27,false,true,2025-09-27
TICKET_000658,MATCH_009,FAN_00159,D-G-021,CHILD,153.0,54,2026-04-24,false,true,2026-04-24
TICKET_000419,MATCH_020,FAN_00420,B-D-073,STANDARD,50.0,94,2024-06-15,false,true,2024-06-15
TICKET_000418,MATCH_019,FAN_00419,VIP-J-017,ECONOMY,37.0,13,2026-07-28,false,true,2026-07-28
TICKET_000413,MATCH_014,FAN_00414,F-I-056,CHILD,76.0,61,2024-10-10,false,true,2024-10-10
TICKET_000655,MATCH_006,FAN_00156,B-F-081,SENIOR,195.0,80,2026-05-28,false,true,2026-05-28
TICKET_000897,MATCH_048,FAN_00398,F-J-012,PREMIUM,133.0,78,2026-09-07,false,true,2026-09-07
TICKET_000412,MATCH_013,FAN_00413,VIP-H-061,VIP,61.0,86,2024-08-28,false,true,2024-08-28
TICKET_000654,MATCH_005,FAN_00155,A-H-051,STANDARD,119.0,94,2026-07-14,false,false,
TICKET_000896,MATCH_047,FAN_00397,B-J-078,VIP,190.0,32,2026-04-27,false,true,2026-04-27
TICKET_000415,MATCH_016,FAN_00416,D-E-055,SENIOR,39.0,44,2025-05-07,false,true,2025-05-07
TICKET_000657,MATCH_008,FAN_00158,C-F-023,PREMIUM,61.0,62,2024-10-24,false,true,2024-10-24
TICKET_000899,MATCH_050,FAN_00400,B-I-066,STANDARD,117.0,72,2026-01-12,false,true,2026-01-12
TICKET_000414,MATCH_015,FAN_00415,F-E-075,ECONOMY,126.0,52,2025-03-10,false,false,
TICKET_000656,MATCH_007,FAN_00157,D-H-088,PREMIUM,75.0,92,2025-03-24,false,false,
TICKET_000898,MATCH_049,FAN_00399,VIP-I-014,ECONOMY,34.0,90,2024-04-26,false,true,2024-04-26
TICKET_000651,MATCH_002,FAN_00152,D-B-043,PREMIUM,100.0,40,2024-07-16,false,false,
TICKET_000893,MATCH_044,FAN_00394,VIP-C-040,STUDENT,85.0,04,2026-08-06,false,true,2026-08-06
TICKET_000650,MATCH_001,FAN_00151,B-J-071,CHILD,76.0,34,2026-03-20,false,false,
TICKET_000892,MATCH_043,FAN_00393,A-D-077,PREMIUM,59.0,65,2026-11-10,false,true,2026-11-10
TICKET_000411,MATCH_012,FAN_00412,A-H-024,VIP,115.0,78,2025-05-15,false,true,2025-05-15
TICKET_000653,MATCH_004,FAN_00154,D-C-011,SENIOR,61.0,75,2024-11-06,false,true,2024-11-06
TICKET_000895,MATCH_046,FAN_00396,VIP-I-040,STUDENT,84.0,65,2026-08-09,false,true,2026-08-09
TICKET_001500,MATCH_001,FAN_00001,E-D-010,CHILD,118.0,27,2024-03-09,false,true,2024-03-09
TICKET_000410,MATCH_011,FAN_00411,E-F-087,SENIOR,128.0,23,2024-05-10,false,true,2024-05-10
TICKET_000652,MATCH_003,FAN_00153,VIP-D-090,PREMIUM,98.0,94,2025-02-04,false,true,2025-02-04
TICKET_000894,MATCH_045,FAN_00395,E-A-047,VIP,87.0,27,2024-10-25,false,true,2024-10-25
TICKET_000891,MATCH_042,FAN_00392,C-B-043,ECONOMY,139.0,13,2024-10-02,false,false,
TICKET_000890,MATCH_041,FAN_00391,F-I-012,VIP,122.0,78,2025-01-14,false,true,2025-01-14
TICKET_000406,MATCH_007,FAN_00407,VIP-I-090,VIP,134.0,52,2024-09-17,false,false,
TICKET_000648,MATCH_049,FAN_00149,B-G-017,CHILD,47.0,86,2025-11-13,false,true,2025-11-13
TICKET_000647,MATCH_048,FAN_00148,A-B-043,ECONOMY,148.0,08,2024-08-12,false,true,2024-08-12
TICKET_000405,MATCH_006,FAN_00406,F-D-026,VIP,121.0,00,2025-03-23,false,true,2025-03-23
TICKET_000889,MATCH_040,FAN_00390,C-A-070,STANDARD,91.0,75,2025-10-14,false,false,
TICKET_000408,MATCH_009,FAN_00409,B-D-004,VIP,180.0,38,2025-10-15,false,false,
TICKET_000407,MATCH_008,FAN_00408,B-J-038,SENIOR,143.0,58,2026-07-04,false,false,
TICKET_000649,MATCH_050,FAN_00150,E-C-086,CHILD,188.0,18,2024-04-03,false,true,2024-04-03
TICKET_000644,MATCH_045,FAN_00145,B-A-094,PREMIUM,175.0,97,2026-11-18,false,true,2026-11-18
TICKET_000402,MATCH_003,FAN_00403,E-C-021,CHILD,114.0,39,2024-12-15,false,true,2024-12-15
TICKET_000886,MATCH_037,FAN_00387,A-E-097,ECONOMY,39.0,34,2024-01-19,false,false,
TICKET_000643,MATCH_044,FAN_00144,E-G-100,PREMIUM,150.0,75,2026-10-04,false,true,2026-10-04
TICKET_000401,MATCH_002,FAN_00402,A-B-058,ECONOMY,153.0,61,2024-05-18,false,false,
TICKET_000885,MATCH_036,FAN_00386,A-F-035,CHILD,156.0,75,2025-06-27,false,false,
TICKET_000646,MATCH_047,FAN_00147,E-E-011,SENIOR,62.0,64,2024-10-16,false,true,2024-10-16
TICKET_000404,MATCH_005,FAN_00405,D-C-070,CHILD,191.0,36,2024-11-16,false,true,2024-11-16
TICKET_000888,MATCH_039,FAN_00389,F-J-078,ECONOMY,116.0,29,2025-12-12,false,false,
TICKET_000645,MATCH_046,FAN_00146,C-E-044,STUDENT,49.0,79,2026-07-10,false,true,2026-07-10
TICKET_000403,MATCH_004,FAN_00404,E-B-016,CHILD,174.0,71,2025-04-19,false,true,2025-04-19
TICKET_000887,MATCH_038,FAN_00388,D-H-051,PREMIUM,162.0,30,2025-11-13,false,false,
TICKET_000640,MATCH_041,FAN_00141,E-J-054,PREMIUM,128.0,21,2024-06-15,false,false,
TICKET_000882,MATCH_033,FAN_00383,F-E-033,VIP,161.0,83,2025-11-19,false,true,2025-11-19
TICKET_000881,MATCH_032,FAN_00382,B-B-006,ECONOMY,93.0,68,2025-11-25,false,true,2025-11-25
TICKET_000642,MATCH_043,FAN_00143,C-H-076,STUDENT,174.0,07,2024-09-07,false,false,
TICKET_000400,MATCH_001,FAN_00401,B-F-024,STANDARD,76.0,18,2026-08-26,false,true,2026-08-26
TICKET_000884,MATCH_035,FAN_00385,VIP-I-057,VIP,142.0,82,2026-10-18,false,false,
TICKET_000641,MATCH_042,FAN_00142,F-E-067,VIP,100.0,26,2026-12-24,false,false,
TICKET_000883,MATCH_034,FAN_00384,F-C-091,STUDENT,72.0,75,2024-08-22,false,true,2024-08-22
TICKET_000880,MATCH_031,FAN_00381,A-I-098,VIP,81.0,20,2026-12-16,false,false,
TICKET_001329,MATCH_030,FAN_00330,A-B-065,SENIOR,102.0,40,2025-04-14,false,true,2025-04-14
TICKET_000237,MATCH_038,FAN_00238,D-G-098,STANDARD,180.0,32,2025-11-14,false,true,2025-11-14
TICKET_000479,MATCH_030,FAN_00480,A-G-071,STUDENT,193.0,03,2025-02-06,false,false,
TICKET_001326,MATCH_027,FAN_00327,D-A-045,STUDENT,168.0,81,2026-01-22,false,true,2026-01-22
TICKET_000478,MATCH_029,FAN_00479,VIP-J-013,CHILD,189.0,22,2026-02-25,false,true,2026-02-25
TICKET_000236,MATCH_037,FAN_00237,D-H-026,PREMIUM,85.0,56,2024-05-21,false,false,
TICKET_001325,MATCH_026,FAN_00326,A-E-027,CHILD,43.0,35,2026-06-10,false,true,2026-06-10
TICKET_000239,MATCH_040,FAN_00240,C-E-046,ECONOMY,198.0,22,2024-02-23,false,false,
TICKET_001328,MATCH_029,FAN_00329,VIP-A-093,SENIOR,176.0,38,2026-04-05,false,false,
TICKET_000238,MATCH_039,FAN_00239,D-E-057,SENIOR,41.0,44,2025-10-22,false,true,2025-10-22
TICKET_001327,MATCH_028,FAN_00328,F-H-020,CHILD,113.0,73,2026-02-18,false,false,
TICKET_000475,MATCH_026,FAN_00476,F-J-018,VIP,102.0,71,2024-09-05,false,false,
TICKET_000233,MATCH_034,FAN_00234,F-E-014,STANDARD,131.0,60,2026-06-13,false,true,2026-06-13
TICKET_001322,MATCH_023,FAN_00323,B-D-048,SENIOR,181.0,71,2026-03-09,false,true,2026-03-09
TICKET_000474,MATCH_025,FAN_00475,F-E-055,VIP,62.0,19,2026-01-01,false,true,2026-01-01
TICKET_000232,MATCH_033,FAN_00233,C-A-065,PREMIUM,128.0,79,2026-02-04,false,true,2026-02-04
TICKET_001321,MATCH_022,FAN_00322,B-G-061,ECONOMY,81.0,43,2024-02-01,false,true,2024-02-01
