recordId,personId,personType,grossSalary,deductions,netSalary,payPeriod,paymentDate,processedBy,status
SAL_00039,PLAYER_0040,PLAYER,74496,51,7449,65,67046,86,2025-04,2025-04-25,admin,PAID
SAL_00040,STAFF_0041,STAFF,6661,40,666,14,5995,26,2025-05,2025-05-25,admin,PAID
SAL_00041,PLAYER_0042,PLAYER,20066,92,2006,69,18060,22,2025-06,2025-06-25,admin,PAID
SAL_00042,STAFF_0043,STAFF,77994,01,7799,40,70194,61,2025-07,2025-07-25,admin,PAID
SAL_00043,STAFF_0044,STAFF,38636,51,3863,65,34772,86,2025-08,2025-08-25,admin,PAID
SAL_00044,STAFF_0045,STAFF,17214,99,1721,50,15493,49,2025-09,2025-09-25,admin,PAID
SAL_00045,PLAYER_0046,PLAYER,34335,95,3433,59,30902,35,2025-10,2025-10-25,admin,PAID
SAL_00046,STAFF_0047,STAFF,95701,38,9570,14,86131,24,2025-11,2025-11-25,admin,PAID
SAL_00047,PLAYER_0048,PLAYER,34353,09,3435,31,30917,78,2025-12,2025-12-25,admin,PAID
SAL_00048,PLAYER_0049,PLAYER,41264,32,4126,43,37137,89,2025-01,2025-01-25,admin,PAID
SAL_00049,STAFF_0050,STAFF,64180,27,6418,03,57762,24,2025-02,2025-02-25,admin,PAID
SAL_00050,STAFF_0051,STAFF,99932,37,9993,24,89939,13,2025-03,2025-03-25,admin,PAID
SAL_00051,PLAYER_0052,PLAYER,63389,80,6338,98,57050,82,2025-04,2025-04-25,admin,PAID
SAL_00052,PLAYER_0053,PLAYER,31507,36,3150,74,28356,63,2025-05,2025-05-25,admin,PAID
SAL_00053,PLAYER_0054,PLAYER,65431,98,6543,20,58888,78,2025-06,2025-06-25,admin,PAID
SAL_00054,PLAYER_0055,PLAYER,75050,50,7505,05,67545,45,2025-07,2025-07-25,admin,PAID
SAL_00055,STAFF_0056,STAFF,36018,86,3601,89,32416,97,2025-08,2025-08-25,admin,PAID
SAL_00056,PLAYER_0057,PLAYER,74885,10,7488,51,67396,59,2025-09,2025-09-25,admin,PAID
SAL_00057,PLAYER_0058,PLAYER,76195,51,7619,55,68575,96,2025-10,2025-10-25,admin,PAID
SAL_00058,PLAYER_0059,PLAYER,30099,81,3009,98,27089,83,2025-11,2025-11-25,admin,PAID
SAL_00059,PLAYER_0060,PLAYER,18207,02,1820,70,16386,32,2025-12,2025-12-25,admin,PAID
SAL_00060,PLAYER_0061,PLAYER,55902,44,5590,24,50312,19,2025-01,2025-01-25,admin,PAID
SAL_00061,PLAYER_0062,PLAYER,89745,20,8974,52,80770,68,2025-02,2025-02-25,admin,PAID
SAL_00062,PLAYER_0063,PLAYER,73509,30,7350,93,66158,37,2025-03,2025-03-25,admin,PAID
SAL_00063,PLAYER_0064,PLAYER,85103,29,8510,33,76592,96,2025-04,2025-04-25,admin,PAID
SAL_00064,STAFF_0005,STAFF,71558,96,7155,90,64403,06,2025-05,2025-05-25,admin,PAID
SAL_00065,PLAYER_0066,PLAYER,80180,11,8018,01,72162,10,2025-06,2025-06-25,admin,PAID
SAL_00066,PLAYER_0067,PLAYER,31311,46,3131,15,28180,32,2025-07,2025-07-25,admin,PAID
SAL_00067,PLAYER_0068,PLAYER,72156,77,7215,68,64941,10,2025-08,2025-08-25,admin,PAID
SAL_00068,PLAYER_0069,PLAYER,90135,54,9013,55,81121,99,2025-09,2025-09-25,admin,PAID
SAL_00069,STAFF_0010,STAFF,9019,77,901,98,8117,79,2025-10,2025-10-25,admin,PAID
SAL_00070,PLAYER_0071,PLAYER,57996,08,5799,61,52196,47,2025-11,2025-11-25,admin,PAID
SAL_00071,PLAYER_0072,PLAYER,13923,62,1392,36,12531,26,2025-12,2025-12-25,admin,PAID
SAL_00072,STAFF_0013,STAFF,29833,01,2983,30,26849,71,2025-01,2025-01-25,admin,PAID
SAL_00073,PLAYER_0074,PLAYER,44674,29,4467,43,40206,86,2025-02,2025-02-25,admin,PAID
SAL_00074,PLAYER_0075,PLAYER,7870,18,787,02,7083,16,2025-03,2025-03-25,admin,PAID
SAL_00075,PLAYER_0076,PLAYER,89371,33,8937,13,80434,20,2025-04,2025-04-25,admin,PAID
SAL_00076,PLAYER_0077,PLAYER,32008,83,3200,88,28807,95,2025-05,2025-05-25,admin,PAID
SAL_00077,STAFF_0018,STAFF,15472,58,1547,26,13925,32,2025-06,2025-06-25,admin,PAID
SAL_00078,PLAYER_0079,PLAYER,13545,53,1354,55,12190,98,2025-07,2025-07-25,admin,PAID
SAL_00079,PLAYER_0080,PLAYER,56239,19,5623,92,50615,27,2025-08,2025-08-25,admin,PAID
SAL_00080,PLAYER_0081,PLAYER,62507,98,6250,80,56257,18,2025-09,2025-09-25,admin,PAID
SAL_00081,PLAYER_0082,PLAYER,85682,20,8568,22,77113,98,2025-10,2025-10-25,admin,PAID
SAL_00082,PLAYER_0083,PLAYER,86924,45,8692,45,78232,01,2025-11,2025-11-25,admin,PAID
SAL_00083,PLAYER_0084,PLAYER,80763,44,8076,34,72687,10,2025-12,2025-12-25,admin,PAID
SAL_00084,PLAYER_0085,PLAYER,88334,14,8833,41,79500,73,2025-01,2025-01-25,admin,PAID
SAL_00085,PLAYER_0086,PLAYER,12704,39,1270,44,11433,95,2025-02,2025-02-25,admin,PAID
SAL_00086,PLAYER_0087,PLAYER,96805,31,9680,53,87124,78,2025-03,2025-03-25,admin,PAID
SAL_00087,PLAYER_0088,PLAYER,47825,64,4782,56,43043,07,2025-04,2025-04-25,admin,PAID
SAL_00088,PLAYER_0089,PLAYER,10657,18,1065,72,9591,47,2025-05,2025-05-25,admin,PAID
SAL_00089,STAFF_0030,STAFF,67377,99,6737,80,60640,19,2025-06,2025-06-25,admin,PAID
SAL_00090,STAFF_0031,STAFF,75978,62,7597,86,68380,76,2025-07,2025-07-25,admin,PAID
SAL_00091,STAFF_0032,STAFF,65332,94,6533,29,58799,65,2025-08,2025-08-25,admin,PAID
SAL_00092,STAFF_0033,STAFF,78903,18,7890,32,71012,86,2025-09,2025-09-25,admin,PAID
SAL_00093,STAFF_0034,STAFF,73075,75,7307,57,65768,17,2025-10,2025-10-25,admin,PAID
SAL_00094,STAFF_0035,STAFF,74434,90,7443,49,66991,41,2025-11,2025-11-25,admin,PAID
SAL_00095,PLAYER_0096,PLAYER,55388,89,5538,89,49850,00,2025-12,2025-12-25,admin,PAID
SAL_00096,STAFF_0037,STAFF,64422,90,6442,29,57980,61,2025-01,2025-01-25,admin,PAID
SAL_00097,PLAYER_0098,PLAYER,73026,63,7302,66,65723,97,2025-02,2025-02-25,admin,PAID
SAL_00098,STAFF_0039,STAFF,34055,43,3405,54,30649,88,2025-03,2025-03-25,admin,PAID
SAL_00099,STAFF_0040,STAFF,53563,18,5356,32,48206,87,2025-04,2025-04-25,admin,PAID
SAL_00100,PLAYER_0101,PLAYER,55985,04,5598,50,50386,54,2025-05,2025-05-25,admin,PAID
SAL_00101,PLAYER_0102,PLAYER,79047,79,7904,78,71143,01,2025-06,2025-06-25,admin,PAID
SAL_00102,PLAYER_0103,PLAYER,88906,86,8890,69,80016,17,2025-07,2025-07-25,admin,PAID
SAL_00103,STAFF_0044,STAFF,11319,12,1131,91,10187,21,2025-08,2025-08-25,admin,PAID
SAL_00104,STAFF_0045,STAFF,63090,08,6309,01,56781,07,2025-09,2025-09-25,admin,PAID
SAL_00105,PLAYER_0106,PLAYER,83619,65,8361,96,75257,68,2025-10,2025-10-25,admin,PAID
SAL_00106,PLAYER_0107,PLAYER,9010,95,901,09,8109,85,2025-11,2025-11-25,admin,PAID
SAL_00107,STAFF_0048,STAFF,10407,35,1040,73,9366,61,2025-12,2025-12-25,admin,PAID
SAL_00108,STAFF_0049,STAFF,6851,08,685,11,6165,98,2025-01,2025-01-25,admin,PAID
SAL_00109,STAFF_0050,STAFF,20987,87,2098,79,18889,08,2025-02,2025-02-25,admin,PAID
SAL_00110,PLAYER_0111,PLAYER,44210,39,4421,04,39789,35,2025-03,2025-03-25,admin,PAID
SAL_00111,STAFF_0052,STAFF,16784,38,1678,44,15105,94,2025-04,2025-04-25,admin,PAID
SAL_00112,PLAYER_0113,PLAYER,86937,35,8693,74,78243,62,2025-05,2025-05-25,admin,PAID
SAL_00113,STAFF_0054,STAFF,51725,66,5172,57,46553,09,2025-06,2025-06-25,admin,PAID
SAL_00114,STAFF_0055,STAFF,33501,85,3350,19,30151,67,2025-07,2025-07-25,admin,PAID
SAL_00115,PLAYER_0116,PLAYER,35364,59,3536,46,31828,13,2025-08,2025-08-25,admin,PAID
SAL_00116,PLAYER_0117,PLAYER,16827,15,1682,71,15144,43,2025-09,2025-09-25,admin,PAID
SAL_00117,PLAYER_0118,PLAYER,48940,05,4894,00,44046,04,2025-10,2025-10-25,admin,PAID
SAL_00118,STAFF_0059,STAFF,33957,33,3395,73,30561,60,2025-11,2025-11-25,admin,PAID
SAL_00119,PLAYER_0120,PLAYER,30664,22,3066,42,27597,80,2025-12,2025-12-25,admin,PAID
SAL_00120,STAFF_0001,STAFF,13365,46,1336,55,12028,92,2025-01,2025-01-25,admin,PAID
SAL_00121,PLAYER_0002,PLAYER,38055,79,3805,58,34250,21,2025-02,2025-02-25,admin,PAID
SAL_00122,PLAYER_0003,PLAYER,47104,97,4710,50,42394,47,2025-03,2025-03-25,admin,PAID
SAL_00123,PLAYER_0004,PLAYER,47146,02,4714,60,42431,42,2025-04,2025-04-25,admin,PAID
SAL_00124,PLAYER_0005,PLAYER,85373,11,8537,31,76835,80,2025-05,2025-05-25,admin,PAID
SAL_00125,STAFF_0006,STAFF,40860,40,4086,04,36774,36,2025-06,2025-06-25,admin,PAID
SAL_00126,STAFF_0007,STAFF,54390,32,5439,03,48951,29,2025-07,2025-07-25,admin,PAID
SAL_00127,STAFF_0008,STAFF,36823,08,3682,31,33140,77,2025-08,2025-08-25,admin,PAID
SAL_00128,PLAYER_0009,PLAYER,79802,97,7980,30,71822,67,2025-09,2025-09-25,admin,PAID
SAL_00129,PLAYER_0010,PLAYER,78243,93,7824,39,70419,54,2025-10,2025-10-25,admin,PAID
SAL_00130,STAFF_0011,STAFF,77089,26,7708,93,69380,33,2025-11,2025-11-25,admin,PAID
SAL_00131,STAFF_0012,STAFF,65430,52,6543,05,58887,46,2025-12,2025-12-25,admin,PAID
SAL_00132,STAFF_0013,STAFF,22689,78,2268,98,20420,80,2025-01,2025-01-25,admin,PAID
SAL_00133,STAFF_0014,STAFF,64817,19,6481,72,58335,47,2025-02,2025-02-25,admin,PAID
SAL_00134,PLAYER_0015,PLAYER,94793,51,9479,35,85314,16,2025-03,2025-03-25,admin,PAID
SAL_00135,PLAYER_0016,PLAYER,72223,52,7222,35,65001,17,2025-04,2025-04-25,admin,PAID
SAL_00136,PLAYER_0017,PLAYER,30889,31,3088,93,27800,38,2025-05,2025-05-25,admin,PAID
SAL_00137,PLAYER_0018,PLAYER,17341,79,1734,18,15607,61,2025-06,2025-06-25,admin,PAID
SAL_00138,STAFF_0019,STAFF,60340,09,6034,01,54306,08,2025-07,2025-07-25,admin,PAID
SAL_00139,PLAYER_0020,PLAYER,92210,43,9221,04,82989,38,2025-08,2025-08-25,admin,PAID
SAL_00140,PLAYER_0021,PLAYER,44353,18,4435,32,39917,86,2025-09,2025-09-25,admin,PAID
SAL_00141,STAFF_0022,STAFF,72655,86,7265,59,65390,27,2025-10,2025-10-25,admin,PAID
SAL_00142,PLAYER_0023,PLAYER,82805,46,8280,55,74524,91,2025-11,2025-11-25,admin,PAID
SAL_00143,STAFF_0024,STAFF,68379,36,6837,94,61541,42,2025-12,2025-12-25,admin,PAID
SAL_00144,PLAYER_0025,PLAYER,32435,28,3243,53,29191,75,2025-01,2025-01-25,admin,PAID
SAL_00145,PLAYER_0026,PLAYER,24528,83,2452,88,22075,94,2025-02,2025-02-25,admin,PAID
SAL_00146,PLAYER_0027,PLAYER,18935,85,1893,59,17042,27,2025-03,2025-03-25,admin,PAID
SAL_00147,PLAYER_0028,PLAYER,20227,08,2022,71,18204,37,2025-04,2025-04-25,admin,PAID
SAL_00148,PLAYER_0029,PLAYER,21476,08,2147,61,19328,47,2025-05,2025-05-25,admin,PAID
SAL_00149,PLAYER_0030,PLAYER,12628,92,1262,89,11366,03,2025-06,2025-06-25,admin,PAID
SAL_00150,STAFF_0031,STAFF,17134,46,1713,45,15421,02,2025-07,2025-07-25,admin,PAID
SAL_00151,PLAYER_0032,PLAYER,28648,57,2864,86,25783,72,2025-08,2025-08-25,admin,PAID
SAL_00152,PLAYER_0033,PLAYER,74660,71,7466,07,67194,64,2025-09,2025-09-25,admin,PAID
SAL_00153,PLAYER_0034,PLAYER,30537,06,3053,71,27483,35,2025-10,2025-10-25,admin,PAID
SAL_00154,STAFF_0035,STAFF,66876,97,6687,70,60189,27,2025-11,2025-11-25,admin,PAID
SAL_00155,PLAYER_0036,PLAYER,90996,10,9099,61,81896,49,2025-12,2025-12-25,admin,PAID
SAL_00156,PLAYER_0037,PLAYER,93897,00,9389,70,84507,30,2025-01,2025-01-25,admin,PAID
SAL_00157,STAFF_0038,STAFF,28490,60,2849,06,25641,54,2025-02,2025-02-25,admin,PAID
SAL_00158,PLAYER_0039,PLAYER,50176,20,5017,62,45158,58,2025-03,2025-03-25,admin,PAID
SAL_00159,STAFF_0040,STAFF,18866,09,1886,61,16979,48,2025-04,2025-04-25,admin,PAID
SAL_00160,PLAYER_0041,PLAYER,97209,63,9720,96,87488,67,2025-05,2025-05-25,admin,PAID
SAL_00161,PLAYER_0042,PLAYER,35290,65,3529,07,31761,59,2025-06,2025-06-25,admin,PAID
SAL_00162,PLAYER_0043,PLAYER,10467,18,1046,72,9420,46,2025-07,2025-07-25,admin,PAID
SAL_00163,PLAYER_0044,PLAYER,49922,69,4992,27,44930,42,2025-08,2025-08-25,admin,PAID
SAL_00164,PLAYER_0045,PLAYER,33896,41,3389,64,30506,77,2025-09,2025-09-25,admin,PAID
SAL_00165,PLAYER_0046,PLAYER,32556,43,3255,64,29300,79,2025-10,2025-10-25,admin,PAID
SAL_00166,STAFF_0047,STAFF,93033,69,9303,37,83730,32,2025-11,2025-11-25,admin,PAID
SAL_00167,STAFF_0048,STAFF,18816,43,1881,64,16934,78,2025-12,2025-12-25,admin,PAID
SAL_00168,STAFF_0049,STAFF,28442,73,2844,27,25598,45,2025-01,2025-01-25,admin,PAID
SAL_00169,STAFF_0050,STAFF,98260,39,9826,04,88434,35,2025-02,2025-02-25,admin,PAID
SAL_00170,STAFF_0051,STAFF,14847,21,1484,72,13362,49,2025-03,2025-03-25,admin,PAID
SAL_00171,STAFF_0052,STAFF,86006,61,8600,66,77405,95,2025-04,2025-04-25,admin,PAID
SAL_00172,STAFF_0053,STAFF,67940,43,6794,04,61146,39,2025-05,2025-05-25,admin,PAID
SAL_00173,PLAYER_0054,PLAYER,30227,59,3022,76,27204,83,2025-06,2025-06-25,admin,PAID
SAL_00174,PLAYER_0055,PLAYER,35439,68,3543,97,31895,71,2025-07,2025-07-25,admin,PAID
SAL_00175,PLAYER_0056,PLAYER,62046,13,6204,61,55841,52,2025-08,2025-08-25,admin,PAID
SAL_00176,PLAYER_0057,PLAYER,71507,08,7150,71,64356,37,2025-09,2025-09-25,admin,PAID
SAL_00177,STAFF_0058,STAFF,59032,98,5903,30,53129,68,2025-10,2025-10-25,admin,PAID
SAL_00178,PLAYER_0059,PLAYER,9180,79,918,08,8262,71,2025-11,2025-11-25,admin,PAID
SAL_00179,STAFF_0060,STAFF,88637,10,8863,71,79773,39,2025-12,2025-12-25,admin,PAID
SAL_00180,PLAYER_0061,PLAYER,68951,74,6895,17,62056,56,2025-01,2025-01-25,admin,PAID
SAL_00181,STAFF_0002,STAFF,8480,16,848,02,7632,14,2025-02,2025-02-25,admin,PAID
SAL_00182,PLAYER_0063,PLAYER,58081,27,5808,13,52273,14,2025-03,2025-03-25,admin,PAID
SAL_00183,PLAYER_0064,PLAYER,46516,13,4651,61,41864,52,2025-04,2025-04-25,admin,PAID
SAL_00184,STAFF_0005,STAFF,49683,36,4968,34,44715,02,2025-05,2025-05-25,admin,PAID
SAL_00185,PLAYER_0066,PLAYER,80595,20,8059,52,72535,68,2025-06,2025-06-25,admin,PAID
SAL_00186,PLAYER_0067,PLAYER,62992,96,6299,30,56693,66,2025-07,2025-07-25,admin,PAID
SAL_00187,STAFF_0008,STAFF,23977,62,2397,76,21579,86,2025-08,2025-08-25,admin,PAID
SAL_00188,STAFF_0009,STAFF,16607,91,1660,79,14947,11,2025-09,2025-09-25,admin,PAID
SAL_00189,STAFF_0010,STAFF,5819,17,581,92,5237,25,2025-10,2025-10-25,admin,PAID
SAL_00190,STAFF_0011,STAFF,39826,96,3982,70,35844,27,2025-11,2025-11-25,admin,PAID
SAL_00191,STAFF_0012,STAFF,23593,86,2359,39,21234,48,2025-12,2025-12-25,admin,PAID
SAL_00192,STAFF_0013,STAFF,43510,27,4351,03,39159,24,2025-01,2025-01-25,admin,PAID
SAL_00193,PLAYER_0074,PLAYER,67832,89,6783,29,61049,60,2025-02,2025-02-25,admin,PAID
SAL_00194,PLAYER_0075,PLAYER,71160,84,7116,08,64044,75,2025-03,2025-03-25,admin,PAID
SAL_00195,PLAYER_0076,PLAYER,53440,40,5344,04,48096,36,2025-04,2025-04-25,admin,PAID
SAL_00196,PLAYER_0077,PLAYER,63167,05,6316,71,56850,35,2025-05,2025-05-25,admin,PAID
SAL_00197,PLAYER_0078,PLAYER,31197,54,3119,75,28077,79,2025-06,2025-06-25,admin,PAID
SAL_00198,PLAYER_0079,PLAYER,7356,02,735,60,6620,42,2025-07,2025-07-25,admin,PAID
SAL_00199,STAFF_0020,STAFF,62885,29,6288,53,56596,76,2025-08,2025-08-25,admin,PAID
SAL_00200,STAFF_0021,STAFF,87186,39,8718,64,78467,75,2025-09,2025-09-25,admin,PAID
SAL_00201,PLAYER_0082,PLAYER,98744,79,9874,48,88870,31,2025-10,2025-10-25,admin,PAID
SAL_00202,PLAYER_0083,PLAYER,30056,57,3005,66,27050,91,2025-11,2025-11-25,admin,PAID
SAL_00203,PLAYER_0084,PLAYER,61750,89,6175,09,55575,80,2025-12,2025-12-25,admin,PAID
SAL_00204,PLAYER_0085,PLAYER,62320,82,6232,08,56088,74,2025-01,2025-01-25,admin,PAID
SAL_00205,PLAYER_0086,PLAYER,69399,83,6939,98,62459,85,2025-02,2025-02-25,admin,PAID
SAL_00206,PLAYER_0087,PLAYER,59690,18,5969,02,53721,16,2025-03,2025-03-25,admin,PAID
SAL_00207,PLAYER_0088,PLAYER,25406,73,2540,67,22866,05,2025-04,2025-04-25,admin,PAID
SAL_00208,STAFF_0029,STAFF,16749,34,1674,93,15074,41,2025-05,2025-05-25,admin,PAID
SAL_00209,PLAYER_0090,PLAYER,15871,23,1587,12,14284,11,2025-06,2025-06-25,admin,PAID
SAL_00210,PLAYER_0091,PLAYER,97342,78,9734,28,87608,51,2025-07,2025-07-25,admin,PAID
SAL_00211,STAFF_0032,STAFF,67102,02,6710,20,60391,82,2025-08,2025-08-25,admin,PAID
SAL_00212,PLAYER_0093,PLAYER,33574,75,3357,47,30217,27,2025-09,2025-09-25,admin,PAID
SAL_00213,STAFF_0034,STAFF,30390,84,3039,08,27351,75,2025-10,2025-10-25,admin,PAID
SAL_00214,PLAYER_0095,PLAYER,5127,67,512,77,4614,90,2025-11,2025-11-25,admin,PAID
SAL_00215,PLAYER_0096,PLAYER,52596,55,5259,66,47336,90,2025-12,2025-12-25,admin,PAID
SAL_00216,PLAYER_0097,PLAYER,87532,30,8753,23,78779,07,2025-01,2025-01-25,admin,PAID
SAL_00217,PLAYER_0098,PLAYER,30437,65,3043,76,27393,88,2025-02,2025-02-25,admin,PAID
SAL_00218,PLAYER_0099,PLAYER,7920,26,792,03,7128,23,2025-03,2025-03-25,admin,PAID
SAL_00219,PLAYER_0100,PLAYER,40898,31,4089,83,36808,48,2025-04,2025-04-25,admin,PAID
SAL_00220,PLAYER_0101,PLAYER,89655,92,8965,59,80690,33,2025-05,2025-05-25,admin,PAID
SAL_00221,PLAYER_0102,PLAYER,70129,02,7012,90,63116,12,2025-06,2025-06-25,admin,PAID
SAL_00222,PLAYER_0103,PLAYER,88079,65,8807,97,79271,69,2025-07,2025-07-25,admin,PAID
SAL_00223,STAFF_0044,STAFF,13666,72,1366,67,12300,05,2025-08,2025-08-25,admin,PAID
SAL_00224,PLAYER_0105,PLAYER,33397,85,3339,79,30058,07,2025-09,2025-09-25,admin,PAID
SAL_00225,PLAYER_0106,PLAYER,11712,94,1171,29,10541,65,2025-10,2025-10-25,admin,PAID
SAL_00226,PLAYER_0107,PLAYER,78528,02,7852,80,70675,22,2025-11,2025-11-25,admin,PAID
SAL_00227,PLAYER_0108,PLAYER,39589,82,3958,98,35630,84,2025-12,2025-12-25,admin,PAID
SAL_00228,PLAYER_0109,PLAYER,64448,04,6444,80,58003,23,2025-01,2025-01-25,admin,PAID
SAL_00229,STAFF_0050,STAFF,95344,84,9534,48,85810,36,2025-02,2025-02-25,admin,PAID
SAL_00230,STAFF_0051,STAFF,98308,94,9830,89,88478,04,2025-03,2025-03-25,admin,PAID
SAL_00231,PLAYER_0112,PLAYER,48794,16,4879,42,43914,75,2025-04,2025-04-25,admin,PAID
SAL_00232,PLAYER_0113,PLAYER,35249,18,3524,92,31724,27,2025-05,2025-05-25,admin,PAID
SAL_00233,STAFF_0054,STAFF,74082,70,7408,27,66674,43,2025-06,2025-06-25,admin,PAID
SAL_00234,STAFF_0055,STAFF,48495,75,4849,57,43646,17,2025-07,2025-07-25,admin,PAID
SAL_00235,PLAYER_0116,PLAYER,31095,94,3109,59,27986,35,2025-08,2025-08-25,admin,PAID
SAL_00236,PLAYER_0117,PLAYER,28953,73,2895,37,26058,36,2025-09,2025-09-25,admin,PAID
SAL_00237,STAFF_0058,STAFF,19783,86,1978,39,17805,47,2025-10,2025-10-25,admin,PAID
SAL_00238,STAFF_0059,STAFF,45071,07,4507,11,40563,96,2025-11,2025-11-25,admin,PAID
SAL_00239,PLAYER_0120,PLAYER,70651,96,7065,20,63586,77,2025-12,2025-12-25,admin,PAID
SAL_00240,PLAYER_0001,PLAYER,36318,64,3631,86,32686,78,2025-01,2025-01-25,admin,PAID
SAL_00241,STAFF_0002,STAFF,39337,27,3933,73,35403,54,2025-02,2025-02-25,admin,PAID
SAL_00242,PLAYER_0003,PLAYER,79148,52,7914,85,71233,67,2025-03,2025-03-25,admin,PAID
SAL_00243,PLAYER_0004,PLAYER,33319,05,3331,90,29987,14,2025-04,2025-04-25,admin,PAID
SAL_00244,STAFF_0005,STAFF,32784,33,3278,43,29505,90,2025-05,2025-05-25,admin,PAID
SAL_00245,STAFF_0006,STAFF,59414,71,5941,47,53473,24,2025-06,2025-06-25,admin,PAID
SAL_00246,PLAYER_0007,PLAYER,68657,75,6865,78,61791,98,2025-07,2025-07-25,admin,PAID
SAL_00247,PLAYER_0008,PLAYER,76780,47,7678,05,69102,42,2025-08,2025-08-25,admin,PAID
SAL_00248,STAFF_0009,STAFF,16733,61,1673,36,15060,25,2025-09,2025-09-25,admin,PAID
SAL_00249,PLAYER_0010,PLAYER,6674,61,667,46,6007,15,2025-10,2025-10-25,admin,PAID
SAL_00250,PLAYER_0011,PLAYER,64363,92,6436,39,57927,53,2025-11,2025-11-25,admin,PAID
SAL_00251,PLAYER_0012,PLAYER,42247,99,4224,80,38023,19,2025-12,2025-12-25,admin,PAID
