seatId,sector,rowNum,seatNumber,price,status,version,hasGoodView,isCovered,description
A-A-025,A,A,25,150.00,UNAVAILABLE,1,true,true,Good view
A-A-026,A,A,26,150.00,AVAILABLE,1,true,true,Good view
A-A-027,A,A,27,150.00,AVAILABLE,1,true,true,Good view
A-A-028,A,A,28,150.00,AVAILABLE,1,true,true,Good view
A-A-029,A,A,29,150.00,AVAILABLE,1,true,true,Good view
A-A-030,A,A,30,150.00,AVAILABLE,1,true,true,Good view
A-A-031,A,A,31,150.00,AVAILABLE,1,true,true,Good view
A-A-032,A,A,32,150.00,AVAILABLE,1,true,true,Good view
A-A-033,A,A,33,150.00,AVAILABLE,1,true,true,Good view
A-A-034,A,A,34,150.00,AVAILABLE,1,false,true,Limited view
A-A-035,A,A,35,150.00,AVAILABLE,1,true,true,Good view
A-A-036,A,A,36,150.00,AVAILABLE,1,false,true,Limited view
A-A-037,A,A,37,150.00,BOOKED,1,true,true,Good view
A-A-038,A,A,38,150.00,LOCKED,1,true,true,Good view
A-A-039,A,A,39,150.00,AVAILABLE,1,true,true,Good view
A-A-040,A,A,40,150.00,AVAILABLE,1,true,true,Good view
A-A-041,A,A,41,150.00,AVAILABLE,1,true,true,Good view
A-A-042,A,A,42,150.00,AVAILABLE,1,true,true,Good view
A-A-043,A,A,43,150.00,AVAILABLE,1,true,true,Good view
A-A-044,A,A,44,150.00,BOOKED,1,false,true,Limited view
A-A-045,A,A,45,150.00,AVAILABLE,1,true,true,Good view
A-A-046,A,A,46,150.00,AVAILABLE,1,true,true,Good view
A-A-047,A,A,47,150.00,AVAILABLE,1,true,true,Good view
A-A-048,A,A,48,150.00,AVAILABLE,1,true,true,Good view
A-A-049,A,A,49,150.00,AVAILABLE,1,true,true,Good view
A-A-050,A,A,50,150.00,UNAVAILABLE,1,true,true,Good view
A-B-001,A,B,1,150.00,AVAILABLE,1,true,true,Good view
A-B-002,A,B,2,150.00,BOOKED,1,true,true,Good view
A-B-003,A,B,3,150.00,AVAILABLE,1,true,true,Good view
A-B-004,A,B,4,150.00,UNAVAILABLE,1,true,true,Good view
A-B-005,A,B,5,150.00,AVAILABLE,1,true,true,Good view
A-B-006,A,B,6,150.00,AVAILABLE,1,true,true,Good view
A-B-007,A,B,7,150.00,BOOKED,1,true,true,Good view
A-B-008,A,B,8,150.00,AVAILABLE,1,true,true,Good view
A-B-009,A,B,9,150.00,UNAVAILABLE,1,true,true,Good view
A-B-010,A,B,10,150.00,AVAILABLE,1,false,true,Limited view
A-B-011,A,B,11,150.00,LOCKED,1,true,true,Good view
A-B-012,A,B,12,150.00,BOOKED,1,true,true,Good view
A-B-013,A,B,13,150.00,AVAILABLE,1,true,true,Good view
A-B-014,A,B,14,150.00,AVAILABLE,1,true,true,Good view
A-B-015,A,B,15,150.00,AVAILABLE,1,true,true,Good view
A-B-016,A,B,16,150.00,AVAILABLE,1,true,true,Good view
A-B-017,A,B,17,150.00,AVAILABLE,1,true,true,Good view
A-B-018,A,B,18,150.00,AVAILABLE,1,true,true,Good view
A-B-019,A,B,19,150.00,AVAILABLE,1,true,true,Good view
A-B-020,A,B,20,150.00,AVAILABLE,1,true,true,Good view
A-B-021,A,B,21,150.00,AVAILABLE,1,false,true,Limited view
A-B-022,A,B,22,150.00,AVAILABLE,1,true,true,Good view
A-B-023,A,B,23,150.00,BOOKED,1,true,true,Good view
A-B-024,A,B,24,150.00,AVAILABLE,1,true,true,Good view
A-B-025,A,B,25,150.00,AVAILABLE,1,true,true,Good view
A-B-026,A,B,26,150.00,AVAILABLE,1,true,true,Good view
A-B-027,A,B,27,150.00,AVAILABLE,1,true,true,Good view
A-B-028,A,B,28,150.00,BOOKED,1,true,true,Good view
A-B-029,A,B,29,150.00,AVAILABLE,1,true,true,Good view
A-B-030,A,B,30,150.00,LOCKED,1,true,true,Good view
A-B-031,A,B,31,150.00,AVAILABLE,1,true,true,Good view
A-B-032,A,B,32,150.00,AVAILABLE,1,true,true,Good view
A-B-033,A,B,33,150.00,AVAILABLE,1,true,true,Good view
A-B-034,A,B,34,150.00,UNAVAILABLE,1,false,true,Limited view
A-B-035,A,B,35,150.00,AVAILABLE,1,true,true,Good view
A-B-036,A,B,36,150.00,AVAILABLE,1,true,true,Good view
A-B-037,A,B,37,150.00,AVAILABLE,1,true,true,Good view
A-B-038,A,B,38,150.00,UNAVAILABLE,1,true,true,Good view
A-B-039,A,B,39,150.00,AVAILABLE,1,true,true,Good view
A-B-040,A,B,40,150.00,AVAILABLE,1,true,true,Good view
A-B-041,A,B,41,150.00,AVAILABLE,1,true,true,Good view
A-B-042,A,B,42,150.00,AVAILABLE,1,true,true,Good view
A-B-043,A,B,43,150.00,RESERVED,1,true,true,Good view
A-B-044,A,B,44,150.00,AVAILABLE,1,true,true,Good view
A-B-045,A,B,45,150.00,AVAILABLE,1,true,true,Good view
A-B-046,A,B,46,150.00,AVAILABLE,1,false,true,Limited view
A-B-047,A,B,47,150.00,RESERVED,1,true,true,Good view
A-B-048,A,B,48,150.00,AVAILABLE,1,true,true,Good view
A-B-049,A,B,49,150.00,AVAILABLE,1,true,true,Good view
A-B-050,A,B,50,150.00,AVAILABLE,1,true,true,Good view
A-C-001,A,C,1,150.00,AVAILABLE,1,true,true,Good view
A-C-002,A,C,2,150.00,BOOKED,1,true,true,Good view
A-C-003,A,C,3,150.00,AVAILABLE,1,true,true,Good view
A-C-004,A,C,4,150.00,AVAILABLE,1,true,true,Good view
A-C-005,A,C,5,150.00,AVAILABLE,1,true,true,Good view
A-C-006,A,C,6,150.00,AVAILABLE,1,true,true,Good view
A-C-007,A,C,7,150.00,BOOKED,1,true,true,Good view
A-C-008,A,C,8,150.00,AVAILABLE,1,true,true,Good view
A-C-009,A,C,9,150.00,AVAILABLE,1,true,true,Good view
A-C-010,A,C,10,150.00,AVAILABLE,1,false,true,Limited view
A-C-011,A,C,11,150.00,BOOKED,1,true,true,Good view
A-C-012,A,C,12,150.00,AVAILABLE,1,true,true,Good view
A-C-013,A,C,13,150.00,AVAILABLE,1,true,true,Good view
A-C-014,A,C,14,150.00,AVAILABLE,1,false,true,Limited view
A-C-015,A,C,15,150.00,AVAILABLE,1,true,true,Good view
A-C-016,A,C,16,150.00,AVAILABLE,1,true,true,Good view
A-C-017,A,C,17,150.00,BOOKED,1,true,true,Good view
A-C-018,A,C,18,150.00,AVAILABLE,1,true,true,Good view
A-C-019,A,C,19,150.00,AVAILABLE,1,false,true,Limited view
A-C-020,A,C,20,150.00,RESERVED,1,true,true,Good view
A-C-021,A,C,21,150.00,AVAILABLE,1,true,true,Good view
A-C-022,A,C,22,150.00,AVAILABLE,1,true,true,Good view
A-C-023,A,C,23,150.00,AVAILABLE,1,true,true,Good view
A-C-024,A,C,24,150.00,AVAILABLE,1,true,true,Good view
A-C-025,A,C,25,150.00,BOOKED,1,true,true,Good view
A-C-026,A,C,26,150.00,AVAILABLE,1,true,true,Good view
A-C-027,A,C,27,150.00,AVAILABLE,1,true,true,Good view
A-C-028,A,C,28,150.00,AVAILABLE,1,true,true,Good view
A-C-029,A,C,29,150.00,AVAILABLE,1,false,true,Limited view
A-C-030,A,C,30,150.00,UNAVAILABLE,1,true,true,Good view
A-C-031,A,C,31,150.00,AVAILABLE,1,true,true,Good view
A-C-032,A,C,32,150.00,AVAILABLE,1,true,true,Good view
A-C-033,A,C,33,150.00,UNAVAILABLE,1,true,true,Good view
A-C-034,A,C,34,150.00,AVAILABLE,1,true,true,Good view
A-C-035,A,C,35,150.00,AVAILABLE,1,true,true,Good view
A-C-036,A,C,36,150.00,AVAILABLE,1,true,true,Good view
A-C-037,A,C,37,150.00,AVAILABLE,1,true,true,Good view
A-C-038,A,C,38,150.00,AVAILABLE,1,false,true,Limited view
A-C-039,A,C,39,150.00,AVAILABLE,1,true,true,Good view
A-C-040,A,C,40,150.00,AVAILABLE,1,true,true,Good view
A-C-041,A,C,41,150.00,AVAILABLE,1,false,true,Limited view
A-C-042,A,C,42,150.00,BOOKED,1,true,true,Good view
A-C-043,A,C,43,150.00,BOOKED,1,true,true,Good view
A-C-044,A,C,44,150.00,AVAILABLE,1,true,true,Good view
A-C-045,A,C,45,150.00,AVAILABLE,1,true,true,Good view
A-C-046,A,C,46,150.00,AVAILABLE,1,true,true,Good view
A-C-047,A,C,47,150.00,AVAILABLE,1,true,true,Good view
A-C-048,A,C,48,150.00,AVAILABLE,1,true,true,Good view
A-C-049,A,C,49,150.00,UNAVAILABLE,1,true,true,Good view
A-C-050,A,C,50,150.00,AVAILABLE,1,true,true,Good view
A-D-001,A,D,1,150.00,AVAILABLE,1,true,true,Good view
A-D-002,A,D,2,150.00,AVAILABLE,1,false,true,Limited view
A-D-003,A,D,3,150.00,AVAILABLE,1,true,true,Good view
A-D-004,A,D,4,150.00,AVAILABLE,1,true,true,Good view
A-D-005,A,D,5,150.00,AVAILABLE,1,true,true,Good view
A-D-006,A,D,6,150.00,AVAILABLE,1,true,true,Good view
A-D-007,A,D,7,150.00,UNAVAILABLE,1,true,true,Good view
A-D-008,A,D,8,150.00,AVAILABLE,1,true,true,Good view
A-D-009,A,D,9,150.00,AVAILABLE,1,true,true,Good view
A-D-010,A,D,10,150.00,AVAILABLE,1,true,true,Good view
A-D-011,A,D,11,150.00,UNAVAILABLE,1,true,true,Good view
A-D-012,A,D,12,150.00,AVAILABLE,1,true,true,Good view
A-D-013,A,D,13,150.00,AVAILABLE,1,true,true,Good view
A-D-014,A,D,14,150.00,UNAVAILABLE,1,true,true,Good view
A-D-015,A,D,15,150.00,AVAILABLE,1,true,true,Good view
A-D-016,A,D,16,150.00,AVAILABLE,1,true,true,Good view
A-D-017,A,D,17,150.00,AVAILABLE,1,false,true,Limited view
A-D-018,A,D,18,150.00,AVAILABLE,1,true,true,Good view
A-D-019,A,D,19,150.00,AVAILABLE,1,true,true,Good view
A-D-020,A,D,20,150.00,UNAVAILABLE,1,true,true,Good view
A-D-021,A,D,21,150.00,AVAILABLE,1,false,true,Limited view
A-D-022,A,D,22,150.00,RESERVED,1,true,true,Good view
A-D-023,A,D,23,150.00,AVAILABLE,1,true,true,Good view
A-D-024,A,D,24,150.00,AVAILABLE,1,true,true,Good view
A-D-025,A,D,25,150.00,AVAILABLE,1,true,true,Good view
A-D-026,A,D,26,150.00,AVAILABLE,1,true,true,Good view
A-D-027,A,D,27,150.00,AVAILABLE,1,true,true,Good view
A-D-028,A,D,28,150.00,AVAILABLE,1,true,true,Good view
A-D-029,A,D,29,150.00,AVAILABLE,1,false,true,Limited view
A-D-030,A,D,30,150.00,AVAILABLE,1,true,true,Good view
A-D-031,A,D,31,150.00,LOCKED,1,true,true,Good view
A-D-032,A,D,32,150.00,RESERVED,1,true,true,Good view
A-D-033,A,D,33,150.00,AVAILABLE,1,true,true,Good view
A-D-034,A,D,34,150.00,AVAILABLE,1,true,true,Good view
A-D-035,A,D,35,150.00,AVAILABLE,1,false,true,Limited view
A-D-036,A,D,36,150.00,AVAILABLE,1,true,true,Good view
