ticketId,matchId,fanId,seatId,category,price,purchaseDate,matchDate,checkedIn,checkedInTime,transactionId
TICKET_000030,MATCH_031,FAN_00031,C-C-022,VIP,100.83,2026-04-14,2026-07-03,true,2026-04-14,TXN_30
TICKET_000031,MATCH_032,FAN_00032,A-J-001,SENIOR,134.36,2024-08-10,2026-08-04,true,2024-08-10,TXN_31
TICKET_000032,MATCH_033,FAN_00033,VIP-J-023,STANDARD,99.44,2024-02-03,2026-09-05,true,2024-02-03,TXN_32
TICKET_000033,MATCH_034,FAN_00034,D-H-036,PREMIUM,89.87,2026-09-08,2026-10-06,true,2026-09-08,TXN_33
TICKET_000034,MATCH_035,FAN_00035,E-C-035,SENIOR,166.83,2026-05-26,2026-11-07,true,2026-05-26,TXN_34
TICKET_000035,MATCH_036,FAN_00036,D-D-062,VIP,147.50,2025-05-15,2026-12-08,true,2025-05-15,TXN_35
TICKET_000036,MATCH_037,FAN_00037,VIP-C-076,ECONOMY,199.90,2025-08-24,2026-01-09,true,2025-08-24,TXN_36
TICKET_000037,MATCH_038,FAN_00038,B-J-044,STUDENT,132.59,2024-04-13,2026-02-10,true,2024-04-13,TXN_37
TICKET_000038,MATCH_039,FAN_00039,F-G-069,STUDENT,53.83,2024-09-16,2026-03-11,true,2024-09-16,TXN_38
TICKET_000039,MATCH_040,FAN_00040,D-H-068,ECONOMY,62.54,2025-12-14,2026-04-12,true,2025-12-14,TXN_39
TICKET_000040,MATCH_041,FAN_00041,VIP-C-040,STUDENT,145.56,2026-05-01,2026-05-13,true,2026-05-01,TXN_40
TICKET_000041,MATCH_042,FAN_00042,VIP-C-085,STUDENT,101.94,2026-12-19,2026-06-14,true,2026-12-19,TXN_41
TICKET_000042,MATCH_043,FAN_00043,VIP-H-035,STUDENT,167.81,2026-09-07,2026-07-15,false,,TXN_42
TICKET_000043,MATCH_044,FAN_00044,C-J-076,SENIOR,140.04,2025-05-03,2026-08-16,false,,TXN_43
TICKET_000044,MATCH_045,FAN_00045,C-D-051,ECONOMY,79.53,2024-03-03,2026-09-17,true,2024-03-03,TXN_44
TICKET_000045,MATCH_046,FAN_00046,D-E-090,SENIOR,46.64,2024-06-02,2026-10-18,true,2024-06-02,TXN_45
TICKET_000046,MATCH_047,FAN_00047,E-E-041,STUDENT,98.78,2025-10-09,2026-11-19,true,2025-10-09,TXN_46
TICKET_000047,MATCH_048,FAN_00048,D-B-087,ECONOMY,101.69,2026-09-12,2026-12-20,true,2026-09-12,TXN_47
TICKET_000048,MATCH_049,FAN_00049,E-F-037,CHILD,76.86,2024-06-25,2026-01-21,false,,TXN_48
TICKET_000049,MATCH_050,FAN_00050,B-H-013,PREMIUM,80.18,2024-10-28,2026-02-22,false,,TXN_49
TICKET_000050,MATCH_001,FAN_00051,B-C-067,SENIOR,65.53,2026-07-28,2026-03-23,false,,TXN_50
TICKET_000051,MATCH_002,FAN_00052,D-A-087,STUDENT,110.34,2026-04-14,2026-04-24,true,2026-04-14,TXN_51
TICKET_000052,MATCH_003,FAN_00053,D-I-071,SENIOR,107.76,2025-11-15,2026-05-25,false,,TXN_52
TICKET_000053,MATCH_004,FAN_00054,E-I-086,ECONOMY,34.62,2025-04-04,2026-06-26,true,2025-04-04,TXN_53
TICKET_000054,MATCH_005,FAN_00055,E-F-035,SENIOR,149.31,2025-04-13,2026-07-27,false,,TXN_54
TICKET_000055,MATCH_006,FAN_00056,B-I-009,ECONOMY,154.27,2025-08-20,2026-08-28,false,,TXN_55
TICKET_000056,MATCH_007,FAN_00057,B-I-083,PREMIUM,109.61,2025-10-22,2026-09-01,true,2025-10-22,TXN_56
TICKET_000057,MATCH_008,FAN_00058,VIP-F-015,CHILD,71.44,2025-05-20,2026-10-02,true,2025-05-20,TXN_57
TICKET_000058,MATCH_009,FAN_00059,E-A-022,VIP,46.36,2024-08-12,2026-11-03,false,,TXN_58
TICKET_000059,MATCH_010,FAN_00060,B-E-067,SENIOR,42.42,2026-05-24,2026-12-04,true,2026-05-24,TXN_59
TICKET_000060,MATCH_011,FAN_00061,A-D-093,PREMIUM,182.23,2026-07-27,2026-01-05,false,,TXN_60
TICKET_000061,MATCH_012,FAN_00062,F-J-086,STANDARD,151.16,2024-09-13,2026-02-06,true,2024-09-13,TXN_61
TICKET_000062,MATCH_013,FAN_00063,C-H-072,STUDENT,167.02,2025-11-08,2026-03-07,false,,TXN_62
TICKET_000063,MATCH_014,FAN_00064,A-F-047,STUDENT,89.59,2026-03-07,2026-04-08,true,2026-03-07,TXN_63
TICKET_000064,MATCH_015,FAN_00065,A-A-009,STANDARD,176.33,2025-08-04,2026-05-09,true,2025-08-04,TXN_64
TICKET_000065,MATCH_016,FAN_00066,D-A-072,STUDENT,61.36,2026-12-08,2026-06-10,false,,TXN_65
TICKET_000066,MATCH_017,FAN_00067,C-G-041,VIP,66.00,2025-12-18,2026-07-11,true,2025-12-18,TXN_66
TICKET_000067,MATCH_018,FAN_00068,F-B-071,STUDENT,130.68,2025-10-18,2026-08-12,true,2025-10-18,TXN_67
TICKET_000068,MATCH_019,FAN_00069,C-H-026,ECONOMY,151.56,2026-02-18,2026-09-13,true,2026-02-18,TXN_68
TICKET_000069,MATCH_020,FAN_00070,A-A-044,PREMIUM,186.42,2024-06-21,2026-10-14,true,2024-06-21,TXN_69
TICKET_000070,MATCH_021,FAN_00071,B-F-063,ECONOMY,44.48,2024-07-06,2026-11-15,true,2024-07-06,TXN_70
TICKET_000071,MATCH_022,FAN_00072,VIP-A-009,VIP,81.49,2025-08-27,2026-12-16,true,2025-08-27,TXN_71
TICKET_000072,MATCH_023,FAN_00073,B-I-037,VIP,166.34,2025-03-05,2026-01-17,true,2025-03-05,TXN_72
TICKET_000073,MATCH_024,FAN_00074,A-F-018,SENIOR,44.23,2025-04-20,2026-02-18,false,,TXN_73
TICKET_000074,MATCH_025,FAN_00075,VIP-G-094,VIP,174.86,2026-09-21,2026-03-19,false,,TXN_74
TICKET_000075,MATCH_026,FAN_00076,F-B-015,SENIOR,123.16,2025-06-13,2026-04-20,true,2025-06-13,TXN_75
TICKET_000076,MATCH_027,FAN_00077,VIP-F-090,ECONOMY,105.95,2026-11-03,2026-05-21,false,,TXN_76
TICKET_000077,MATCH_028,FAN_00078,E-H-094,STANDARD,82.84,2025-05-08,2026-06-22,true,2025-05-08,TXN_77
TICKET_000078,MATCH_029,FAN_00079,B-A-019,VIP,164.25,2024-05-19,2026-07-23,false,,TXN_78
TICKET_000079,MATCH_030,FAN_00080,C-E-043,VIP,41.26,2024-12-10,2026-08-24,false,,TXN_79
TICKET_000080,MATCH_031,FAN_00081,A-D-100,STUDENT,48.67,2024-03-09,2026-09-25,true,2024-03-09,TXN_80
TICKET_000081,MATCH_032,FAN_00082,VIP-E-060,STUDENT,140.86,2026-10-12,2026-10-26,true,2026-10-12,TXN_81
TICKET_000082,MATCH_033,FAN_00083,A-H-004,STUDENT,131.52,2024-06-16,2026-11-27,true,2024-06-16,TXN_82
TICKET_000083,MATCH_034,FAN_00084,C-H-040,PREMIUM,51.51,2024-10-23,2026-12-28,true,2024-10-23,TXN_83
TICKET_000084,MATCH_035,FAN_00085,E-G-043,PREMIUM,177.86,2024-02-20,2026-01-01,false,,TXN_84
TICKET_000085,MATCH_036,FAN_00086,E-A-049,PREMIUM,147.92,2025-10-05,2026-02-02,true,2025-10-05,TXN_85
TICKET_000086,MATCH_037,FAN_00087,A-I-084,VIP,76.44,2024-09-26,2026-03-03,false,,TXN_86
TICKET_000087,MATCH_038,FAN_00088,VIP-H-089,ECONOMY,187.12,2026-04-15,2026-04-04,false,,TXN_87
TICKET_000088,MATCH_039,FAN_00089,E-G-057,STUDENT,103.85,2025-08-07,2026-05-05,true,2025-08-07,TXN_88
TICKET_000089,MATCH_040,FAN_00090,C-G-075,ECONOMY,159.83,2025-03-10,2026-06-06,true,2025-03-10,TXN_89
TICKET_000090,MATCH_041,FAN_00091,VIP-I-099,VIP,61.10,2026-05-15,2026-07-07,false,,TXN_90
TICKET_000091,MATCH_042,FAN_00092,F-A-092,PREMIUM,110.07,2025-05-26,2026-08-08,true,2025-05-26,TXN_91
TICKET_000092,MATCH_043,FAN_00093,E-J-038,VIP,166.89,2026-10-16,2026-09-09,true,2026-10-16,TXN_92
TICKET_000093,MATCH_044,FAN_00094,D-I-020,PREMIUM,195.35,2025-03-19,2026-10-10,true,2025-03-19,TXN_93
TICKET_000094,MATCH_045,FAN_00095,A-J-049,VIP,163.92,2026-03-20,2026-11-11,false,,TXN_94
TICKET_000095,MATCH_046,FAN_00096,A-J-028,STUDENT,148.27,2024-06-02,2026-12-12,true,2024-06-02,TXN_95
TICKET_000096,MATCH_047,FAN_00097,B-B-029,ECONOMY,134.92,2026-11-10,2026-01-13,false,,TXN_96
TICKET_000097,MATCH_048,FAN_00098,F-B-076,SENIOR,78.79,2024-09-17,2026-02-14,false,,TXN_97
TICKET_000098,MATCH_049,FAN_00099,C-G-033,ECONOMY,34.05,2024-09-23,2026-03-15,true,2024-09-23,TXN_98
TICKET_000099,MATCH_050,FAN_00100,B-H-024,CHILD,143.16,2026-07-12,2026-04-16,true,2026-07-12,TXN_99
TICKET_000100,MATCH_001,FAN_00101,F-D-003,VIP,90.16,2025-01-27,2026-05-17,true,2025-01-27,TXN_100
TICKET_000101,MATCH_002,FAN_00102,E-E-046,VIP,154.03,2026-11-15,2026-06-18,true,2026-11-15,TXN_101
TICKET_000102,MATCH_003,FAN_00103,C-E-045,CHILD,97.58,2025-08-05,2026-07-19,true,2025-08-05,TXN_102
TICKET_000103,MATCH_004,FAN_00104,F-J-063,STUDENT,169.74,2024-11-15,2026-08-20,true,2024-11-15,TXN_103
TICKET_000104,MATCH_005,FAN_00105,VIP-C-070,VIP,181.06,2025-04-24,2026-09-21,true,2025-04-24,TXN_104
TICKET_000105,MATCH_006,FAN_00106,VIP-G-085,PREMIUM,47.39,2025-05-26,2026-10-22,true,2025-05-26,TXN_105
TICKET_000106,MATCH_007,FAN_00107,D-E-013,STANDARD,161.58,2024-01-13,2026-11-23,true,2024-01-13,TXN_106
TICKET_000107,MATCH_008,FAN_00108,E-I-020,PREMIUM,41.55,2024-08-22,2026-12-24,false,,TXN_107
TICKET_000108,MATCH_009,FAN_00109,VIP-J-060,VIP,141.02,2024-12-02,2026-01-25,true,2024-12-02,TXN_108
TICKET_000109,MATCH_010,FAN_00110,E-G-079,CHILD,159.34,2026-01-04,2026-02-26,true,2026-01-04,TXN_109
TICKET_000110,MATCH_011,FAN_00111,B-C-069,STANDARD,145.04,2026-05-21,2026-03-27,true,2026-05-21,TXN_110
TICKET_000111,MATCH_012,FAN_00112,F-D-087,SENIOR,143.12,2026-05-24,2026-04-28,false,,TXN_111
TICKET_000112,MATCH_013,FAN_00113,C-G-099,CHILD,150.00,2026-06-18,2026-05-01,true,2026-06-18,TXN_112
TICKET_000113,MATCH_014,FAN_00114,VIP-B-084,ECONOMY,31.48,2026-12-06,2026-06-02,true,2026-12-06,TXN_113
TICKET_000114,MATCH_015,FAN_00115,A-A-092,VIP,187.55,2025-04-22,2026-07-03,true,2025-04-22,TXN_114
TICKET_000115,MATCH_016,FAN_00116,A-I-055,SENIOR,147.59,2025-04-17,2026-08-04,true,2025-04-17,TXN_115
TICKET_000116,MATCH_017,FAN_00117,F-B-006,STANDARD,165.68,2024-08-25,2026-09-05,false,,TXN_116
TICKET_000117,MATCH_018,FAN_00118,A-I-024,SENIOR,134.92,2025-05-12,2026-10-06,true,2025-05-12,TXN_117
TICKET_000118,MATCH_019,FAN_00119,C-G-023,STUDENT,64.03,2024-08-03,2026-11-07,true,2024-08-03,TXN_118
TICKET_000119,MATCH_020,FAN_00120,VIP-H-084,CHILD,88.11,2026-09-13,2026-12-08,false,,TXN_119
TICKET_000120,MATCH_021,FAN_00121,D-I-052,VIP,108.12,2026-07-10,2026-01-09,true,2026-07-10,TXN_120
TICKET_000121,MATCH_022,FAN_00122,B-J-096,CHILD,30.05,2025-11-26,2026-02-10,true,2025-11-26,TXN_121
TICKET_000122,MATCH_023,FAN_00123,B-B-091,SENIOR,161.22,2025-12-14,2026-03-11,true,2025-12-14,TXN_122
TICKET_000123,MATCH_024,FAN_00124,C-B-085,SENIOR,112.01,2024-10-25,2026-04-12,true,2024-10-25,TXN_123
TICKET_000124,MATCH_025,FAN_00125,B-H-036,STUDENT,48.24,2026-03-14,2026-05-13,false,,TXN_124
TICKET_000125,MATCH_026,FAN_00126,A-A-091,SENIOR,75.46,2024-12-16,2026-06-14,true,2024-12-16,TXN_125
TICKET_000126,MATCH_027,FAN_00127,A-G-088,STANDARD,96.83,2024-11-03,2026-07-15,false,,TXN_126
TICKET_000127,MATCH_028,FAN_00128,C-C-087,SENIOR,110.45,2024-08-18,2026-08-16,true,2024-08-18,TXN_127
TICKET_000128,MATCH_029,FAN_00129,VIP-H-073,STANDARD,59.16,2026-10-07,2026-09-17,true,2026-10-07,TXN_128
TICKET_000129,MATCH_030,FAN_00130,B-H-092,SENIOR,31.19,2024-09-04,2026-10-18,true,2024-09-04,TXN_129
TICKET_000130,MATCH_031,FAN_00131,C-E-030,STANDARD,43.48,2026-12-15,2026-11-19,true,2026-12-15,TXN_130
TICKET_000131,MATCH_032,FAN_00132,B-E-016,STANDARD,126.08,2024-03-05,2026-12-20,true,2024-03-05,TXN_131
TICKET_000132,MATCH_033,FAN_00133,D-A-033,STUDENT,100.61,2024-01-20,2026-01-21,false,,TXN_132
TICKET_000133,MATCH_034,FAN_00134,E-B-021,PREMIUM,101.22,2025-11-01,2026-02-22,true,2025-11-01,TXN_133
TICKET_000134,MATCH_035,FAN_00135,E-A-077,VIP,44.30,2026-08-18,2026-03-23,true,2026-08-18,TXN_134
TICKET_000135,MATCH_036,FAN_00136,F-C-010,SENIOR,183.98,2025-09-09,2026-04-24,false,,TXN_135
TICKET_000136,MATCH_037,FAN_00137,A-C-027,CHILD,144.65,2024-07-17,2026-05-25,true,2024-07-17,TXN_136
TICKET_000137,MATCH_038,FAN_00138,A-J-003,SENIOR,142.22,2025-12-24,2026-06-26,true,2025-12-24,TXN_137
TICKET_000138,MATCH_039,FAN_00139,VIP-I-052,ECONOMY,138.15,2024-10-21,2026-07-27,true,2024-10-21,TXN_138
TICKET_000139,MATCH_040,FAN_00140,VIP-E-016,STUDENT,178.09,2024-02-05,2026-08-28,false,,TXN_139
TICKET_000140,MATCH_041,FAN_00141,B-J-025,PREMIUM,124.22,2024-12-18,2026-09-01,true,2024-12-18,TXN_140
TICKET_000141,MATCH_042,FAN_00142,E-E-089,STANDARD,164.27,2026-06-10,2026-10-02,true,2026-06-10,TXN_141
TICKET_000142,MATCH_043,FAN_00143,VIP-C-048,PREMIUM,47.99,2026-12-16,2026-11-03,false,,TXN_142
TICKET_000143,MATCH_044,FAN_00144,VIP-H-028,CHILD,146.60,2026-04-06,2026-12-04,false,,TXN_143
TICKET_000144,MATCH_045,FAN_00145,D-C-091,ECONOMY,130.44,2025-08-25,2026-01-05,false,,TXN_144
TICKET_000145,MATCH_046,FAN_00146,E-F-003,VIP,190.81,2025-06-17,2026-02-06,true,2025-06-17,TXN_145
TICKET_000146,MATCH_047,FAN_00147,A-E-080,VIP,72.33,2024-02-23,2026-03-07,true,2024-02-23,TXN_146
TICKET_000147,MATCH_048,FAN_00148,E-E-076,STANDARD,195.64,2024-05-09,2026-04-08,true,2024-05-09,TXN_147
TICKET_000148,MATCH_049,FAN_00149,B-I-090,CHILD,135.60,2026-02-07,2026-05-09,true,2026-02-07,TXN_148
TICKET_000149,MATCH_050,FAN_00150,D-H-086,PREMIUM,153.82,2025-08-07,2026-06-10,true,2025-08-07,TXN_149
TICKET_000150,MATCH_001,FAN_00151,B-B-050,CHILD,114.86,2025-12-23,2026-07-11,true,2025-12-23,TXN_150
TICKET_000151,MATCH_002,FAN_00152,C-D-054,VIP,104.12,2026-11-10,2026-08-12,false,,TXN_151
TICKET_000152,MATCH_003,FAN_00153,A-B-021,SENIOR,155.43,2025-02-24,2026-09-13,false,,TXN_152
TICKET_000153,MATCH_004,FAN_00154,A-J-050,STANDARD,159.53,2025-08-01,2026-10-14,true,2025-08-01,TXN_153
TICKET_000154,MATCH_005,FAN_00155,C-D-089,STANDARD,33.50,2026-02-03,2026-11-15,true,2026-02-03,TXN_154
TICKET_000155,MATCH_006,FAN_00156,E-E-043,PREMIUM,112.35,2026-03-15,2026-12-16,false,,TXN_155
TICKET_000156,MATCH_007,FAN_00157,D-A-003,CHILD,37.98,2024-10-28,2026-01-17,true,2024-10-28,TXN_156
TICKET_000157,MATCH_008,FAN_00158,A-D-013,PREMIUM,33.79,2026-08-06,2026-02-18,false,,TXN_157
TICKET_000158,MATCH_009,FAN_00159,E-D-020,PREMIUM,83.55,2025-08-21,2026-03-19,true,2025-08-21,TXN_158
TICKET_000159,MATCH_010,FAN_00160,C-C-035,VIP,150.04,2026-11-24,2026-04-20,true,2026-11-24,TXN_159
TICKET_000160,MATCH_011,FAN_00161,E-B-086,SENIOR,89.15,2025-09-03,2026-05-21,true,2025-09-03,TXN_160
TICKET_000161,MATCH_012,FAN_00162,A-G-072,CHILD,94.91,2026-04-17,2026-06-22,true,2026-04-17,TXN_161
TICKET_000162,MATCH_013,FAN_00163,VIP-E-020,CHILD,137.34,2025-04-01,2026-07-23,true,2025-04-01,TXN_162
TICKET_000163,MATCH_014,FAN_00164,E-G-060,STUDENT,192.21,2025-10-05,2026-08-24,true,2025-10-05,TXN_163
TICKET_000164,MATCH_015,FAN_00165,B-A-083,STANDARD,175.39,2026-12-23,2026-09-25,true,2026-12-23,TXN_164
TICKET_000165,MATCH_016,FAN_00166,VIP-I-078,PREMIUM,120.08,2025-12-25,2026-10-26,true,2025-12-25,TXN_165
TICKET_000166,MATCH_017,FAN_00167,A-H-021,STANDARD,142.08,2026-11-05,2026-11-27,true,2026-11-05,TXN_166
TICKET_000167,MATCH_018,FAN_00168,C-A-078,SENIOR,185.20,2026-10-24,2026-12-28,false,,TXN_167
TICKET_000168,MATCH_019,FAN_00169,D-H-067,STANDARD,155.79,2026-02-08,2026-01-01,false,,TXN_168
TICKET_000169,MATCH_020,FAN_00170,C-B-091,SENIOR,144.49,2024-09-27,2026-02-02,false,,TXN_169
TICKET_000170,MATCH_021,FAN_00171,F-A-064,STANDARD,198.74,2026-12-07,2026-03-03,true,2026-12-07,TXN_170
TICKET_000171,MATCH_022,FAN_00172,A-C-067,STUDENT,193.53,2024-05-14,2026-04-04,true,2024-05-14,TXN_171
TICKET_000172,MATCH_023,FAN_00173,D-F-074,ECONOMY,175.23,2025-06-28,2026-05-05,false,,TXN_172
TICKET_000173,MATCH_024,FAN_00174,E-C-070,SENIOR,97.98,2024-12-14,2026-06-06,false,,TXN_173
TICKET_000174,MATCH_025,FAN_00175,D-I-034,PREMIUM,114.81,2025-09-23,2026-07-07,false,,TXN_174
TICKET_000175,MATCH_026,FAN_00176,D-C-036,VIP,47.26,2024-04-27,2026-08-08,true,2024-04-27,TXN_175
TICKET_000176,MATCH_027,FAN_00177,A-J-003,PREMIUM,162.74,2024-03-18,2026-09-09,false,,TXN_176
TICKET_000177,MATCH_028,FAN_00178,A-I-043,VIP,131.09,2024-08-14,2026-10-10,false,,TXN_177
TICKET_000178,MATCH_029,FAN_00179,C-F-024,STUDENT,199.10,2024-08-24,2026-11-11,false,,TXN_178
TICKET_000179,MATCH_030,FAN_00180,B-G-046,SENIOR,170.98,2024-06-09,2026-12-12,true,2024-06-09,TXN_179
TICKET_000180,MATCH_031,FAN_00181,F-G-025,ECONOMY,169.10,2026-03-14,2026-01-13,false,,TXN_180
TICKET_000181,MATCH_032,FAN_00182,C-E-012,STUDENT,50.95,2024-03-12,2026-02-14,false,,TXN_181
TICKET_000182,MATCH_033,FAN_00183,F-E-083,SENIOR,172.38,2025-02-07,2026-03-15,false,,TXN_182
TICKET_000183,MATCH_034,FAN_00184,E-D-063,STUDENT,197.62,2024-01-09,2026-04-16,false,,TXN_183
TICKET_000184,MATCH_035,FAN_00185,VIP-C-072,CHILD,141.19,2026-07-27,2026-05-17,false,,TXN_184
TICKET_000185,MATCH_036,FAN_00186,F-A-025,VIP,32.54,2026-08-15,2026-06-18,true,2026-08-15,TXN_185
TICKET_000186,MATCH_037,FAN_00187,VIP-D-038,VIP,55.42,2025-02-08,2026-07-19,true,2025-02-08,TXN_186
TICKET_000187,MATCH_038,FAN_00188,F-B-069,SENIOR,85.12,2026-12-02,2026-08-20,true,2026-12-02,TXN_187
TICKET_000188,MATCH_039,FAN_00189,C-C-064,STANDARD,30.38,2026-05-21,2026-09-21,true,2026-05-21,TXN_188
TICKET_000189,MATCH_040,FAN_00190,F-E-065,VIP,111.90,2025-07-04,2026-10-22,false,,TXN_189
TICKET_000190,MATCH_041,FAN_00191,B-G-007,STANDARD,60.69,2024-12-22,2026-11-23,true,2024-12-22,TXN_190
TICKET_000191,MATCH_042,FAN_00192,A-H-038,PREMIUM,121.58,2025-05-08,2026-12-24,true,2025-05-08,TXN_191
TICKET_000192,MATCH_043,FAN_00193,B-B-015,CHILD,46.96,2025-04-02,2026-01-25,true,2025-04-02,TXN_192
TICKET_000193,MATCH_044,FAN_00194,A-H-004,SENIOR,77.82,2024-06-11,2026-02-26,true,2024-06-11,TXN_193
TICKET_000194,MATCH_045,FAN_00195,C-C-096,CHILD,152.35,2024-07-17,2026-03-27,true,2024-07-17,TXN_194
TICKET_000195,MATCH_046,FAN_00196,VIP-A-079,ECONOMY,146.72,2026-05-05,2026-04-28,true,2026-05-05,TXN_195
TICKET_000196,MATCH_047,FAN_00197,D-I-062,ECONOMY,130.33,2025-11-13,2026-05-01,true,2025-11-13,TXN_196
TICKET_000197,MATCH_048,FAN_00198,VIP-B-023,STANDARD,136.19,2025-11-05,2026-06-02,false,,TXN_197
TICKET_000198,MATCH_049,FAN_00199,A-I-087,STANDARD,154.79,2024-10-26,2026-07-03,true,2024-10-26,TXN_198
TICKET_000199,MATCH_050,FAN_00200,F-J-023,STANDARD,166.69,2024-01-27,2026-08-04,false,,TXN_199
TICKET_000200,MATCH_001,FAN_00201,B-A-039,SENIOR,98.26,2026-12-22,2026-09-05,true,2026-12-22,TXN_200
TICKET_000201,MATCH_002,FAN_00202,F-G-015,ECONOMY,56.49,2025-12-14,2026-10-06,false,,TXN_201
TICKET_000202,MATCH_003,FAN_00203,E-B-013,STUDENT,104.81,2024-07-02,2026-11-07,true,2024-07-02,TXN_202
TICKET_000203,MATCH_004,FAN_00204,VIP-E-012,CHILD,96.42,2025-07-21,2026-12-08,true,2025-07-21,TXN_203
TICKET_000204,MATCH_005,FAN_00205,A-H-029,STUDENT,182.53,2024-04-20,2026-01-09,false,,TXN_204
TICKET_000205,MATCH_006,FAN_00206,E-A-080,STANDARD,31.72,2026-04-17,2026-02-10,true,2026-04-17,TXN_205
TICKET_000206,MATCH_007,FAN_00207,A-D-007,SENIOR,120.82,2024-12-12,2026-03-11,false,,TXN_206
TICKET_000207,MATCH_008,FAN_00208,C-A-040,STUDENT,134.57,2026-11-21,2026-04-12,true,2026-11-21,TXN_207
TICKET_000208,MATCH_009,FAN_00209,E-B-065,CHILD,196.73,2024-04-11,2026-05-13,true,2024-04-11,TXN_208
TICKET_000209,MATCH_010,FAN_00210,C-B-017,CHILD,167.88,2025-07-08,2026-06-14,true,2025-07-08,TXN_209
TICKET_000210,MATCH_011,FAN_00211,C-I-083,PREMIUM,58.56,2026-06-02,2026-07-15,true,2026-06-02,TXN_210
TICKET_000211,MATCH_012,FAN_00212,F-E-046,ECONOMY,69.72,2024-05-23,2026-08-16,false,,TXN_211
TICKET_000212,MATCH_013,FAN_00213,VIP-D-022,STUDENT,88.35,2026-12-18,2026-09-17,false,,TXN_212
TICKET_000213,MATCH_014,FAN_00214,F-A-041,SENIOR,166.93,2024-06-06,2026-10-18,true,2024-06-06,TXN_213
TICKET_000214,MATCH_015,FAN_00215,D-C-095,PREMIUM,142.91,2024-01-23,2026-11-19,false,,TXN_214
