recordId,matchId,fanId,seatId,entryTime,exitTime,earlyArrival
ATT_000088,MATCH_039,FAN_00089,F-J-038,2026-05-05 14:09,,false
ATT_000089,MATCH_040,FAN_00090,F-F-047,2026-05-06 14:36,,false
ATT_000090,MATCH_041,FAN_00091,B-E-056,2026-05-07 14:49,,true
ATT_000091,MATCH_042,FAN_00092,F-H-044,2026-05-08 14:23,,false
ATT_000092,MATCH_043,FAN_00093,F-F-058,2026-05-09 14:04,,true
ATT_000093,MATCH_044,FAN_00094,VIP-I-068,2026-05-10 14:10,,true
ATT_000094,MATCH_045,FAN_00095,B-F-072,2026-05-11 14:24,,true
ATT_000095,MATCH_046,FAN_00096,E-A-048,2026-05-12 14:30,,true
ATT_000096,MATCH_047,FAN_00097,B-A-001,2026-05-13 14:01,,false
ATT_000097,MATCH_048,FAN_00098,B-H-049,2026-05-14 14:09,,true
ATT_000098,MATCH_049,FAN_00099,D-D-020,2026-05-15 14:41,,true
ATT_000099,MATCH_050,FAN_00100,A-H-019,2026-05-16 14:13,,false
ATT_000100,MATCH_001,FAN_00101,VIP-I-012,2026-05-17 14:57,,false
ATT_000101,MATCH_002,FAN_00102,D-F-004,2026-05-18 14:35,,false
ATT_000102,MATCH_003,FAN_00103,C-I-010,2026-05-19 14:04,,true
ATT_000103,MATCH_004,FAN_00104,B-A-001,2026-05-20 14:57,,false
ATT_000104,MATCH_005,FAN_00105,VIP-E-041,2026-05-21 14:01,,false
ATT_000105,MATCH_006,FAN_00106,C-A-040,2026-05-22 14:01,,false
ATT_000106,MATCH_007,FAN_00107,E-G-038,2026-05-23 14:14,,false
ATT_000107,MATCH_008,FAN_00108,E-F-013,2026-05-24 14:57,,true
ATT_000108,MATCH_009,FAN_00109,A-D-098,2026-05-25 14:16,,false
ATT_000109,MATCH_010,FAN_00110,F-E-060,2026-05-26 14:52,,false
ATT_000110,MATCH_011,FAN_00111,VIP-F-058,2026-05-27 14:34,,true
ATT_000111,MATCH_012,FAN_00112,F-I-051,2026-05-28 14:28,,true
ATT_000112,MATCH_013,FAN_00113,A-A-014,2026-05-01 14:44,,true
ATT_000113,MATCH_014,FAN_00114,D-E-061,2026-05-02 14:52,,true
ATT_000114,MATCH_015,FAN_00115,E-H-081,2026-05-03 14:16,,true
ATT_000115,MATCH_016,FAN_00116,C-H-015,2026-05-04 14:21,,false
ATT_000116,MATCH_017,FAN_00117,C-F-085,2026-05-05 14:57,,false
ATT_000117,MATCH_018,FAN_00118,F-E-079,2026-05-06 14:48,,false
ATT_000118,MATCH_019,FAN_00119,B-J-091,2026-05-07 14:46,,false
ATT_000119,MATCH_020,FAN_00120,C-J-039,2026-05-08 14:43,,false
ATT_000120,MATCH_021,FAN_00121,F-G-078,2026-05-09 14:42,,true
ATT_000121,MATCH_022,FAN_00122,A-J-032,2026-05-10 14:04,,false
ATT_000122,MATCH_023,FAN_00123,D-A-089,2026-05-11 14:10,,false
ATT_000123,MATCH_024,FAN_00124,B-A-004,2026-05-12 14:15,,false
ATT_000124,MATCH_025,FAN_00125,E-C-007,2026-05-13 14:51,,false
ATT_000125,MATCH_026,FAN_00126,A-B-009,2026-05-14 14:36,,false
ATT_000126,MATCH_027,FAN_00127,D-D-032,2026-05-15 14:53,,false
ATT_000127,MATCH_028,FAN_00128,C-A-083,2026-05-16 14:45,,false
ATT_000128,MATCH_029,FAN_00129,C-H-094,2026-05-17 14:58,,false
ATT_000129,MATCH_030,FAN_00130,C-J-050,2026-05-18 14:15,,false
ATT_000130,MATCH_031,FAN_00131,E-F-030,2026-05-19 14:53,,true
ATT_000131,MATCH_032,FAN_00132,B-A-071,2026-05-20 14:40,,false
ATT_000132,MATCH_033,FAN_00133,C-F-080,2026-05-21 14:15,,false
ATT_000133,MATCH_034,FAN_00134,F-B-001,2026-05-22 14:09,,false
ATT_000134,MATCH_035,FAN_00135,D-B-069,2026-05-23 14:43,,false
ATT_000135,MATCH_036,FAN_00136,VIP-J-080,2026-05-24 14:10,,false
ATT_000136,MATCH_037,FAN_00137,A-D-052,2026-05-25 14:09,,false
ATT_000137,MATCH_038,FAN_00138,VIP-I-001,2026-05-26 14:26,,true
ATT_000138,MATCH_039,FAN_00139,E-J-034,2026-05-27 14:29,,true
ATT_000139,MATCH_040,FAN_00140,A-G-044,2026-05-28 14:30,,false
ATT_000140,MATCH_041,FAN_00141,D-I-056,2026-05-01 14:55,,false
ATT_000141,MATCH_042,FAN_00142,A-I-043,2026-05-02 14:06,,false
ATT_000142,MATCH_043,FAN_00143,B-I-090,2026-05-03 14:27,,false
ATT_000143,MATCH_044,FAN_00144,F-I-068,2026-05-04 14:14,,true
ATT_000144,MATCH_045,FAN_00145,D-B-005,2026-05-05 14:00,,false
ATT_000145,MATCH_046,FAN_00146,VIP-B-047,2026-05-06 14:59,,true
ATT_000146,MATCH_047,FAN_00147,E-G-089,2026-05-07 14:45,,false
ATT_000147,MATCH_048,FAN_00148,C-B-018,2026-05-08 14:14,,true
ATT_000148,MATCH_049,FAN_00149,A-A-030,2026-05-09 14:19,,false
ATT_000149,MATCH_050,FAN_00150,VIP-D-078,2026-05-10 14:35,,false
ATT_000150,MATCH_001,FAN_00151,B-E-089,2026-05-11 14:36,,true
ATT_000151,MATCH_002,FAN_00152,A-C-048,2026-05-12 14:55,,true
ATT_000152,MATCH_003,FAN_00153,A-A-028,2026-05-13 14:29,,true
ATT_000153,MATCH_004,FAN_00154,A-H-088,2026-05-14 14:20,,true
ATT_000154,MATCH_005,FAN_00155,E-F-095,2026-05-15 14:35,,false
ATT_000155,MATCH_006,FAN_00156,E-C-013,2026-05-16 14:54,,true
ATT_000156,MATCH_007,FAN_00157,A-F-041,2026-05-17 14:46,,true
ATT_000157,MATCH_008,FAN_00158,C-E-019,2026-05-18 14:58,,false
ATT_000158,MATCH_009,FAN_00159,E-D-011,2026-05-19 14:22,,false
ATT_000159,MATCH_010,FAN_00160,VIP-E-030,2026-05-20 14:35,,true
ATT_000160,MATCH_011,FAN_00161,D-J-072,2026-05-21 14:33,,false
ATT_000161,MATCH_012,FAN_00162,E-H-016,2026-05-22 14:45,,false
ATT_000162,MATCH_013,FAN_00163,A-H-007,2026-05-23 14:43,,false
ATT_000163,MATCH_014,FAN_00164,D-D-001,2026-05-24 14:54,,false
ATT_000164,MATCH_015,FAN_00165,B-E-030,2026-05-25 14:22,,false
ATT_000165,MATCH_016,FAN_00166,A-C-071,2026-05-26 14:49,,true
ATT_000166,MATCH_017,FAN_00167,B-D-063,2026-05-27 14:44,,false
ATT_000167,MATCH_018,FAN_00168,D-H-014,2026-05-28 14:30,,true
ATT_000168,MATCH_019,FAN_00169,E-G-053,2026-05-01 14:30,,false
ATT_000169,MATCH_020,FAN_00170,E-H-006,2026-05-02 14:28,,false
ATT_000170,MATCH_021,FAN_00171,F-J-033,2026-05-03 14:23,,false
ATT_000171,MATCH_022,FAN_00172,D-H-065,2026-05-04 14:41,,true
ATT_000172,MATCH_023,FAN_00173,F-J-031,2026-05-05 14:55,,false
ATT_000173,MATCH_024,FAN_00174,VIP-D-051,2026-05-06 14:56,,false
ATT_000174,MATCH_025,FAN_00175,E-H-049,2026-05-07 14:59,,false
ATT_000175,MATCH_026,FAN_00176,B-B-036,2026-05-08 14:03,,false
ATT_000176,MATCH_027,FAN_00177,C-J-091,2026-05-09 14:17,,false
ATT_000177,MATCH_028,FAN_00178,F-D-033,2026-05-10 14:35,,false
ATT_000178,MATCH_029,FAN_00179,VIP-B-068,2026-05-11 14:41,,true
ATT_000179,MATCH_030,FAN_00180,VIP-C-068,2026-05-12 14:09,,false
ATT_000180,MATCH_031,FAN_00181,D-I-096,2026-05-13 14:19,,false
ATT_000181,MATCH_032,FAN_00182,VIP-G-043,2026-05-14 14:14,,false
ATT_000182,MATCH_033,FAN_00183,A-A-095,2026-05-15 14:17,,true
ATT_000183,MATCH_034,FAN_00184,B-J-019,2026-05-16 14:46,,false
ATT_000184,MATCH_035,FAN_00185,F-H-016,2026-05-17 14:32,,true
ATT_000185,MATCH_036,FAN_00186,B-E-082,2026-05-18 14:16,,false
ATT_000186,MATCH_037,FAN_00187,B-J-092,2026-05-19 14:31,,false
ATT_000187,MATCH_038,FAN_00188,C-C-050,2026-05-20 14:14,,false
ATT_000188,MATCH_039,FAN_00189,D-A-077,2026-05-21 14:19,,false
ATT_000189,MATCH_040,FAN_00190,VIP-C-089,2026-05-22 14:16,,false
ATT_000190,MATCH_041,FAN_00191,VIP-B-090,2026-05-23 14:34,,false
ATT_000191,MATCH_042,FAN_00192,E-A-059,2026-05-24 14:26,,false
ATT_000192,MATCH_043,FAN_00193,F-J-064,2026-05-25 14:28,,false
ATT_000193,MATCH_044,FAN_00194,B-D-063,2026-05-26 14:47,,false
ATT_000194,MATCH_045,FAN_00195,E-J-032,2026-05-27 14:17,,true
ATT_000195,MATCH_046,FAN_00196,C-F-046,2026-05-28 14:46,,true
ATT_000196,MATCH_047,FAN_00197,E-I-073,2026-05-01 14:46,,true
ATT_000197,MATCH_048,FAN_00198,C-I-065,2026-05-02 14:28,,true
ATT_000198,MATCH_049,FAN_00199,E-A-009,2026-05-03 14:25,,false
ATT_000199,MATCH_050,FAN_00200,VIP-C-027,2026-05-04 14:48,,true
ATT_000200,MATCH_001,FAN_00201,F-I-092,2026-05-05 14:32,,false
ATT_000201,MATCH_002,FAN_00202,B-I-016,2026-05-06 14:34,,false
ATT_000202,MATCH_003,FAN_00203,B-G-051,2026-05-07 14:33,,true
ATT_000203,MATCH_004,FAN_00204,E-H-028,2026-05-08 14:07,,true
ATT_000204,MATCH_005,FAN_00205,E-A-064,2026-05-09 14:36,,false
ATT_000205,MATCH_006,FAN_00206,F-D-092,2026-05-10 14:14,,true
ATT_000206,MATCH_007,FAN_00207,E-C-008,2026-05-11 14:59,,false
ATT_000207,MATCH_008,FAN_00208,F-H-002,2026-05-12 14:25,,false
ATT_000208,MATCH_009,FAN_00209,F-I-009,2026-05-13 14:55,,true
ATT_000209,MATCH_010,FAN_00210,VIP-C-016,2026-05-14 14:11,,true
ATT_000210,MATCH_011,FAN_00211,D-B-074,2026-05-15 14:17,,false
ATT_000211,MATCH_012,FAN_00212,B-A-012,2026-05-16 14:26,,false
ATT_000212,MATCH_013,FAN_00213,A-F-073,2026-05-17 14:39,,false
ATT_000213,MATCH_014,FAN_00214,F-H-027,2026-05-18 14:57,,false
ATT_000214,MATCH_015,FAN_00215,A-F-013,2026-05-19 14:37,,true
ATT_000215,MATCH_016,FAN_00216,C-J-053,2026-05-20 14:07,,false
ATT_000216,MATCH_017,FAN_00217,F-J-021,2026-05-21 14:44,,true
ATT_000217,MATCH_018,FAN_00218,VIP-G-076,2026-05-22 14:00,,false
ATT_000218,MATCH_019,FAN_00219,C-D-028,2026-05-23 14:22,,false
ATT_000219,MATCH_020,FAN_00220,VIP-G-037,2026-05-24 14:20,,false
ATT_000220,MATCH_021,FAN_00221,E-H-067,2026-05-25 14:09,,true
ATT_000221,MATCH_022,FAN_00222,E-E-028,2026-05-26 14:46,,false
ATT_000222,MATCH_023,FAN_00223,VIP-C-005,2026-05-27 14:25,,true
ATT_000223,MATCH_024,FAN_00224,VIP-H-098,2026-05-28 14:55,,false
ATT_000224,MATCH_025,FAN_00225,C-E-034,2026-05-01 14:41,,true
ATT_000225,MATCH_026,FAN_00226,VIP-F-058,2026-05-02 14:49,,false
ATT_000226,MATCH_027,FAN_00227,F-E-068,2026-05-03 14:29,,true
ATT_000227,MATCH_028,FAN_00228,D-D-026,2026-05-04 14:04,,false
ATT_000228,MATCH_029,FAN_00229,C-D-051,2026-05-05 14:39,,false
ATT_000229,MATCH_030,FAN_00230,B-F-016,2026-05-06 14:11,,false
ATT_000230,MATCH_031,FAN_00231,C-E-039,2026-05-07 14:33,,true
ATT_000231,MATCH_032,FAN_00232,E-C-038,2026-05-08 14:36,,false
ATT_000232,MATCH_033,FAN_00233,C-B-008,2026-05-09 14:27,,true
ATT_000233,MATCH_034,FAN_00234,VIP-B-006,2026-05-10 14:12,,false
ATT_000234,MATCH_035,FAN_00235,D-J-090,2026-05-11 14:41,,false
ATT_000235,MATCH_036,FAN_00236,VIP-E-095,2026-05-12 14:50,,true
ATT_000236,MATCH_037,FAN_00237,B-C-015,2026-05-13 14:06,,false
ATT_000237,MATCH_038,FAN_00238,D-G-045,2026-05-14 14:13,,false
ATT_000238,MATCH_039,FAN_00239,C-G-018,2026-05-15 14:17,,false
ATT_000239,MATCH_040,FAN_00240,VIP-F-063,2026-05-16 14:14,,false
ATT_000240,MATCH_041,FAN_00241,D-A-022,2026-05-17 14:06,,false
ATT_000241,MATCH_042,FAN_00242,B-E-024,2026-05-18 14:59,,true
ATT_000242,MATCH_043,FAN_00243,VIP-E-041,2026-05-19 14:27,,false
ATT_000243,MATCH_044,FAN_00244,E-I-019,2026-05-20 14:49,,false
ATT_000244,MATCH_045,FAN_00245,E-I-023,2026-05-21 14:21,,true
ATT_000245,MATCH_046,FAN_00246,E-E-069,2026-05-22 14:05,,false
ATT_000246,MATCH_047,FAN_00247,D-E-023,2026-05-23 14:04,,true
ATT_000247,MATCH_048,FAN_00248,E-D-061,2026-05-24 14:10,,true
ATT_000248,MATCH_049,FAN_00249,B-I-060,2026-05-25 14:58,,false
ATT_000249,MATCH_050,FAN_00250,E-B-015,2026-05-26 14:00,,true
ATT_000250,MATCH_001,FAN_00251,D-B-068,2026-05-27 14:48,,false
ATT_000251,MATCH_002,FAN_00252,D-I-062,2026-05-28 14:37,,false
ATT_000252,MATCH_003,FAN_00253,VIP-H-038,2026-05-01 14:40,,true
ATT_000253,MATCH_004,FAN_00254,VIP-G-007,2026-05-02 14:49,,false
ATT_000254,MATCH_005,FAN_00255,D-I-056,2026-05-03 14:47,,true
ATT_000255,MATCH_006,FAN_00256,D-J-065,2026-05-04 14:03,,false
ATT_000256,MATCH_007,FAN_00257,B-B-009,2026-05-05 14:23,,true
ATT_000257,MATCH_008,FAN_00258,F-F-006,2026-05-06 14:19,,false
ATT_000258,MATCH_009,FAN_00259,VIP-A-004,2026-05-07 14:25,,false
ATT_000259,MATCH_010,FAN_00260,E-H-004,2026-05-08 14:40,,false
ATT_000260,MATCH_011,FAN_00261,B-F-033,2026-05-09 14:33,,false
ATT_000261,MATCH_012,FAN_00262,E-G-028,2026-05-10 14:50,,false
ATT_000262,MATCH_013,FAN_00263,VIP-A-024,2026-05-11 14:56,,false
ATT_000263,MATCH_014,FAN_00264,B-B-084,2026-05-12 14:18,,false
ATT_000264,MATCH_015,FAN_00265,D-F-070,2026-05-13 14:59,,false
ATT_000265,MATCH_016,FAN_00266,D-G-085,2026-05-14 14:30,,false
ATT_000266,MATCH_017,FAN_00267,B-I-020,2026-05-15 14:21,,false
ATT_000267,MATCH_018,FAN_00268,B-C-092,2026-05-16 14:04,,true
ATT_000268,MATCH_019,FAN_00269,E-B-095,2026-05-17 14:54,,false
ATT_000269,MATCH_020,FAN_00270,F-A-043,2026-05-18 14:31,,true
ATT_000270,MATCH_021,FAN_00271,C-J-041,2026-05-19 14:59,,false
ATT_000271,MATCH_022,FAN_00272,VIP-F-067,2026-05-20 14:20,,true
ATT_000272,MATCH_023,FAN_00273,A-D-016,2026-05-21 14:47,,false
ATT_000273,MATCH_024,FAN_00274,A-E-056,2026-05-22 14:03,,true
ATT_000274,MATCH_025,FAN_00275,D-G-099,2026-05-23 14:20,,false
ATT_000275,MATCH_026,FAN_00276,D-G-021,2026-05-24 14:10,,false
ATT_000276,MATCH_027,FAN_00277,F-I-030,2026-05-25 14:36,,false
ATT_000277,MATCH_028,FAN_00278,F-E-003,2026-05-26 14:52,,false
ATT_000278,MATCH_029,FAN_00279,C-B-072,2026-05-27 14:27,,false
ATT_000279,MATCH_030,FAN_00280,VIP-H-009,2026-05-28 14:59,,false
ATT_000280,MATCH_031,FAN_00281,E-C-004,2026-05-01 14:13,,true
ATT_000281,MATCH_032,FAN_00282,B-B-014,2026-05-02 14:44,,false
ATT_000282,MATCH_033,FAN_00283,C-D-004,2026-05-03 14:01,,true
ATT_000283,MATCH_034,FAN_00284,D-C-071,2026-05-04 14:48,,false
ATT_000284,MATCH_035,FAN_00285,B-I-011,2026-05-05 14:00,,false
ATT_000285,MATCH_036,FAN_00286,E-G-027,2026-05-06 14:43,,false
ATT_000286,MATCH_037,FAN_00287,D-F-054,2026-05-07 14:49,,true
ATT_000287,MATCH_038,FAN_00288,D-G-029,2026-05-08 14:05,,false
ATT_000288,MATCH_039,FAN_00289,C-G-038,2026-05-09 14:02,,false
ATT_000289,MATCH_040,FAN_00290,E-C-026,2026-05-10 14:09,,false
ATT_000290,MATCH_041,FAN_00291,A-D-036,2026-05-11 14:16,,false
ATT_000291,MATCH_042,FAN_00292,B-E-069,2026-05-12 14:58,,false
ATT_000292,MATCH_043,FAN_00293,F-A-066,2026-05-13 14:32,,false
ATT_000293,MATCH_044,FAN_00294,B-D-032,2026-05-14 14:14,,false
ATT_000294,MATCH_045,FAN_00295,F-I-001,2026-05-15 14:42,,false
ATT_000295,MATCH_046,FAN_00296,D-C-080,2026-05-16 14:50,,true
ATT_000296,MATCH_047,FAN_00297,C-B-049,2026-05-17 14:52,,false
ATT_000297,MATCH_048,FAN_00298,C-F-017,2026-05-18 14:37,,true
ATT_000298,MATCH_049,FAN_00299,A-H-001,2026-05-19 14:04,,false
ATT_000299,MATCH_050,FAN_00300,C-A-023,2026-05-20 14:52,,false
ATT_000300,MATCH_001,FAN_00301,VIP-J-013,2026-05-21 14:10,,true
ATT_000301,MATCH_002,FAN_00302,C-H-013,2026-05-22 14:22,,false
ATT_000302,MATCH_003,FAN_00303,D-B-022,2026-05-23 14:16,,false
ATT_000303,MATCH_004,FAN_00304,VIP-J-073,2026-05-24 14:57,,false
ATT_000304,MATCH_005,FAN_00305,C-E-092,2026-05-25 14:16,,false
ATT_000305,MATCH_006,FAN_00306,C-I-057,2026-05-26 14:20,,true
ATT_000306,MATCH_007,FAN_00307,E-J-044,2026-05-27 14:13,,true
ATT_000307,MATCH_008,FAN_00308,C-E-073,2026-05-28 14:25,,true
ATT_000308,MATCH_009,FAN_00309,D-G-056,2026-05-01 14:20,,false
ATT_000309,MATCH_010,FAN_00310,D-F-057,2026-05-02 14:56,,false
ATT_000310,MATCH_011,FAN_00311,VIP-E-025,2026-05-03 14:25,,false
ATT_000311,MATCH_012,FAN_00312,C-G-007,2026-05-04 14:31,,true
ATT_000312,MATCH_013,FAN_00313,D-C-075,2026-05-05 14:36,,true
ATT_000313,MATCH_014,FAN_00314,F-G-070,2026-05-06 14:04,,false
ATT_000314,MATCH_015,FAN_00315,F-D-056,2026-05-07 14:53,,false
ATT_000315,MATCH_016,FAN_00316,B-E-098,2026-05-08 14:20,,false
ATT_000316,MATCH_017,FAN_00317,VIP-G-022,2026-05-09 14:13,,true
ATT_000317,MATCH_018,FAN_00318,A-J-092,2026-05-10 14:22,,false
ATT_000318,MATCH_019,FAN_00319,VIP-J-007,2026-05-11 14:37,,false
ATT_000319,MATCH_020,FAN_00320,VIP-E-017,2026-05-12 14:57,,false
ATT_000320,MATCH_021,FAN_00321,VIP-B-033,2026-05-13 14:18,,false
ATT_000321,MATCH_022,FAN_00322,D-A-095,2026-05-14 14:16,,false
ATT_000322,MATCH_023,FAN_00323,A-J-087,2026-05-15 14:46,,true
ATT_000323,MATCH_024,FAN_00324,C-F-021,2026-05-16 14:39,,false
ATT_000324,MATCH_025,FAN_00325,D-A-100,2026-05-17 14:45,,false
ATT_000325,MATCH_026,FAN_00326,B-A-001,2026-05-18 14:10,,true
ATT_000326,MATCH_027,FAN_00327,F-C-098,2026-05-19 14:23,,false
ATT_000327,MATCH_028,FAN_00328,A-H-055,2026-05-20 14:57,,true
ATT_000328,MATCH_029,FAN_00329,D-J-086,2026-05-21 14:38,,true
ATT_000329,MATCH_030,FAN_00330,E-C-005,2026-05-22 14:03,,false
ATT_000330,MATCH_031,FAN_00331,F-E-091,2026-05-23 14:13,,false
ATT_000331,MATCH_032,FAN_00332,D-E-002,2026-05-24 14:38,,false
ATT_000332,MATCH_033,FAN_00333,D-D-028,2026-05-25 14:28,,false
ATT_000333,MATCH_034,FAN_00334,A-C-032,2026-05-26 14:44,,false
ATT_000334,MATCH_035,FAN_00335,VIP-I-024,2026-05-27 14:28,,true
ATT_000335,MATCH_036,FAN_00336,VIP-A-074,2026-05-28 14:00,,false
ATT_000336,MATCH_037,FAN_00337,F-D-045,2026-05-01 14:07,,false
ATT_000337,MATCH_038,FAN_00338,A-E-042,2026-05-02 14:28,,false
